ORTHID	SGDID
SPCC16C4.10	YGR248W
SPCC16C4.10	YHR163W
SPCC16C4.10	YNR034W
SPCC16C4.06c	YGL063W
SPCC16C4.06c	YPL212C
SPCC16C4.05	YNL282W
SPCC16C4.01	YDL001W
SPCC16C4.01	YDR282C
SPCC16C4.01	YFR048W
SPCC16A11.16c	YLR421C
SPCC16A11.02	YLR222C
SPCC16A11.01	YKL051W
SPCC1682.13	YAL034C
SPCC1682.13	YOR338W
SPCC1682.12c	YNL186W
SPCC1682.11c	YOR161C
SPCC1682.09c	YDL198C
SPCC1682.05c	YPL243W
SPCC1672.12c	YOR164C
SPCC1672.11c	YOR291W
SPCC1672.09	YKL140W
SPCC1672.07	YLR409C
SPCC1672.05c	YGR185C
SPCC1672.04c	YLL018C-A
SPCC1672.03c	YDL238C
SPCC1672.01	YFR025C
SPCC1620.12c	YMR192W
SPCC1620.12c	YPL249C
SPCC1620.11	YFR002W
SPCC1620.08	YGR244C
SPCC1620.07c	YHR192W
SPCC1620.06c	YBL068W
SPCC1620.06c	YER099C
SPCC1620.06c	YHL011C
SPCC1620.05	YJL031C
SPCC1620.03	YGR053C
SPCC14G10.03c	YBR173C
SPCC14G10.02	YKL014C
SPCC14G10.01	YDR196C
SPCC1494.10	YER109C
SPCC1494.09c	YOR352W
SPCC1494.08c	YBL086C
SPCC1494.07	YMR259C
SPCC1494.06c	YLR276C
SPCC1450.16c	YMR313C
SPCC1450.13c	YBR256C
SPCC1450.12	YPR097W
SPCC1450.10c	YNL240C
SPCC1450.09c	YMR006C
SPCC1450.09c	YMR008C
SPCC1450.09c	YOL011W
SPCC1450.03	YDR398W
SPCC1450.02	YDL070W
SPCC1450.02	YLR399C
SPCC1442.17c	YNL265C
SPCC1442.16c	YBR046C
SPCC1442.14c	YDL125C
SPCC1442.12	YER026C
SPCC1442.06	YML092C
SPCC1442.05c	YGR235C
SPCC1442.04c	YGL250W
SPCC1442.03	YMR166C
SPCC1442.02	YBR216C
SPCC1442.02	YGL060W
SPCC13B11.04c	YDL168W
SPCC13B11.03c	YDR272W
SPCC13B11.03c	YOR040W
SPCC1393.14	YLR010C
SPCC1393.13	YMR027W
SPCC1393.11	YKR085C
SPCC1393.09c	YDR152W
SPCC1393.06c	YHR085W
SPCC1393.02c	YER161C
SPCC1322.16	YGR231C
SPCC1322.09	YJL123C
SPCC1322.05c	YNL045W
SPCC1322.04	YHL012W
SPCC1322.04	YKL035W
SPCC1322.01	YMR287C
SPCC132.04c	YDL215C
SPCC132.01c	YPL009C
SPCC1281.07c	YGR154C
SPCC1281.07c	YKR076W
SPCC1281.07c	YMR251W
SPCC1281.06c	YGL055W
SPCC1281.04	YPR127W
SPCC1281.03c	YGL231C
SPCC126.12	YGL221C
SPCC126.09	YKL175W
SPCC126.07c	YPR093C
SPCC126.05c	YNL252C
SPCC126.04c	YGL066W
SPCC1259.12c	YGL227W
SPCC1259.11c	YGR100W
SPCC1259.09c	YGR193C
SPCC1259.07	YDL076C
SPCC1259.06	YML114C
SPCC1259.02c	YBR074W
SPCC1235.11	YGL080W
SPCC1235.09	YBR103W
SPCC1235.04c	YDL045C
SPCC1235.03	YKL090W
SPCC1223.14	YGL148W
SPCC1223.07c	YLL018C
SPCC1223.04c	YDR198C
SPCC1223.01	YDR266C
SPCC11E10.07c	YKR026C
SPCC11E10.06c	YPL101W
SPCC11E10.04	YMR282C
SPCC11E10.01	YGL184C
SPCC1183.07	YMR229C
SPCC1183.04c	YOR017W
SPCC1183.03c	YDL120W
SPCC1183.02	YGR201C
SPCC1183.02	YKL081W
SPCC1183.02	YPL048W
SPCC1020.13c	YOR022C
SPCC1020.11c	YLL014W
SPCC1020.08	YPL207W
SPCC1020.07	YKL033W-A
SPCC1020.05	YLR361C
SPCC1020.05	YOR137C
SPCC1020.03	YMR177W
SPCC1020.03	YPL224C
SPCC1020.02	YGL093W
SPAC8C9.17c	YKR037C
SPAC56F8.11	YLR066W
SPCC188.04c	YER018C
SPBC336.08	YMR117C
SPCC1223.15c	YDR201W
SPBPJ4664.05	YHR140W
SPBPJ4664.04	YDL145C
SPBPB8B6.06c	YOR390W
SPBPB8B6.06c	YPL279C
SPBPB8B6.05c	YLR155C
SPBPB8B6.05c	YLR157C
SPBPB8B6.05c	YLR158C
SPBPB8B6.05c	YLR160C
SPBPB8B6.03	YDR242W
SPBPB8B6.02c	YHL016C
SPBPB7E8.02	YDR505C
SPBPB7E8.02	YLR177W
SPBPB2B2.15	YGL258W
SPBPB2B2.15	YOR387C
SPBPB2B2.13	YBR020W
SPBPB2B2.13	YDR009W
SPBPB2B2.12c	YBR019C
SPBPB2B2.10c	YBR018C
SPBPB2B2.09c	YHR063C
SPBPB2B2.06c	YHR202W
SPBPB2B2.02	YGR263C
SPBPB2B2.01	YBR068C
SPBPB2B2.01	YBR069C
SPBPB2B2.01	YCL025C
SPBPB2B2.01	YDR046C
SPBPB2B2.01	YDR508C
SPBPB2B2.01	YEL063C
SPBPB2B2.01	YGR191W
SPBPB2B2.01	YKR039W
SPBPB2B2.01	YNL268W
SPBPB2B2.01	YNL270C
SPBPB2B2.01	YOL020W
SPBPB2B2.01	YOR348C
SPBPB2B2.01	YPL265W
SPBPB21E7.09	YLR155C
SPBPB21E7.09	YLR157C
SPBPB21E7.09	YLR158C
SPBPB21E7.09	YLR160C
SPBPB10D8.07c	YPL092W
SPBPB10D8.06c	YPL092W
SPBPB10D8.05c	YPL092W
SPBPB10D8.04c	YPL092W
SPBPB10D8.01	YLL055W
SPBP8B7.31	YER134C
SPBP8B7.29	YNR033W
SPBP8B7.27	YJR036C
SPBP8B7.23	YLR427W
SPBP8B7.21	YER151C
SPBP8B7.20c	YNL061W
SPBP8B7.19	YGL207W
SPBP8B7.18c	YOL055C
SPBP8B7.18c	YPL258C
SPBP8B7.18c	YPR121W
SPBP8B7.17c	YOL055C
SPBP8B7.17c	YPL258C
SPBP8B7.17c	YPR121W
SPBP8B7.15c	YKL059C
SPBP8B7.13	YNL054W
SPBP8B7.10c	YOR078W
SPBP8B7.09c	YKL205W
SPBP8B7.08c	YDR435C
SPBP8B7.05c	YNL036W
SPBP8B7.01c	YBR167C
SPBP4H10.17c	YHR075C
SPBP4H10.16c	YOR043W
SPBP4H10.12	YBR137W
SPBP4H10.11c	YIL009W
SPBP4H10.11c	YMR246W
SPBP4H10.11c	YOR317W
SPBP4G3.03	YCR076C
SPBP35G2.14	YJR091C
SPBP35G2.14	YPR042C
SPBP35G2.12	YBR111C
SPBP35G2.09	YLR298C
SPBP35G2.08c	YDL175C
SPBP35G2.08c	YIL079C
SPBP26C9.03c	YMR319C
SPBP23A10.11c	YBR162C
SPBP23A10.11c	YJL171C
SPBP23A10.09	YDR013W
SPBP23A10.06	YGR257C
SPBP23A10.03c	YDR511W
SPBP23A10.02	YMR123W
SPBP22H7.06	YNL129W
SPBP22H7.05c	YGR270W
SPBP22H7.02c	YPR112C
SPBP19A11.07c	YLR436C
SPBP19A11.01	YAL044C
SPBP18G5.02	YCL004W
SPBP16F5.08c	YHR176W
SPBP16F5.06	YOL144W
SPBP16F5.05c	YPL239W
SPBP16F5.03c	YHR099W
SPBC9B6.11c	YML118W
SPBC9B6.11c	YMR285C
SPBC9B6.07	YDR087C
SPBC9B6.06	YNL284C
SPBC9B6.03	YGL023C
SPBC947.15c	YDL085W
SPBC947.15c	YML120C
SPBC947.15c	YMR145C
SPBC947.14c	YBR120C
SPBC947.13	YDR527W
SPBC947.10	YKL034W
SPBC947.09	YDR533C
SPBC947.09	YMR322C
SPBC947.09	YOR391C
SPBC947.09	YPL280W
SPBC947.08c	YBR215W
SPBC947.06c	YLL028W
SPBC947.05c	YGL160W
SPBC947.05c	YKL220C
SPBC947.05c	YLL051C
SPBC947.05c	YLR047C
SPBC947.05c	YLR214W
SPBC947.05c	YNR060W
SPBC947.05c	YOL152W
SPBC947.05c	YOR381W
SPBC947.05c	YOR384W
SPBC947.03c	YCR020C-A
SPBC902.03	YAL009W
SPBC8E4.04	YDR368W
SPBC8E4.04	YOR120W
SPBC8E4.01c	YML123C
SPBC8D2.18c	YER043C
SPBC8D2.17	YDR245W
SPBC8D2.17	YJL183W
SPBC8D2.16c	YGR283C
SPBC8D2.16c	YMR310C
SPBC8D2.15	YOR196C
SPBC8D2.13	YIL104C
SPBC8D2.12c	YGR021W
SPBC8D2.09c	YIR009W
SPBC8D2.06	YBL076C
SPBC8D2.02c	YOL129W
SPBC887.18c	YPL254W
SPBC887.15c	YDR297W
SPBC887.13c	YER061C
SPBC887.12	YAL026C
SPBC887.09c	YOR353C
SPBC887.07	YKL170W
SPBC887.01	YMR009W
SPBC839.16	YBR084W
SPBC839.16	YGR204W
SPBC839.14c	YIL064W
SPBC839.10	YGR013W
SPBC839.09c	YBL090W
SPBC839.03c	YLR128W
SPBC839.02	YJL084C
SPBC839.02	YKR021W
SPBC83.18c	YNL152W
SPBC83.17	YOR298C-A
SPBC83.16c	YJL082W
SPBC83.16c	YKR018C
SPBC83.15	YGL111W
SPBC83.13	YMR241W
SPBC83.11	YJL193W
SPBC83.11	YOR307C
SPBC83.09c	YHR156C
SPBC83.08	YPL235W
SPBC83.06c	YPL183W-A
SPBC83.05	YMR302C
SPBC800.10c	YBL047C
SPBC776.17	YCL031C
SPBC776.15c	YDR148C
SPBC776.10c	YNL041C
SPBC776.08c	YGR090W
SPBC776.07	YIL070C
SPBC776.06c	YOR129C
SPBC776.05	YGR149W
SPBC776.03	YJR139C
SPBC725.14	YJL071W
SPBC725.12	YHR199C-A
SPBC725.05c	YCR026C
SPBC725.05c	YEL016C
SPBC725.04	YEL020C
SPBC725.03	YGR017W
SPBC725.01	YKL106W
SPBC713.10	YJL104W
SPBC713.07c	YDR452W
SPBC713.06	YDL164C
SPBC713.04c	YCR057C
SPBC713.03	YDL178W
SPBC713.03	YEL071W
SPBC6B1.12c	YBR111W-A
SPBC6B1.05c	YHR171W
SPBC6B1.03c	YHR097C
SPBC691.05c	YBR086C
SPBC691.04	YDR194C
SPBC691.02c	YGL145W
SPBC691.01	YDR459C
SPBC691.01	YNL326C
SPBC685.02	YBR163W
SPBC660.16	YGR256W
SPBC660.16	YHR183W
SPBC660.15	YOL123W
SPBC660.10	YJL102W
SPBC660.06	YFL010C
SPBC660.05	YFL010C
SPBC651.09c	YGL244W
SPBC651.02	YJL126W
SPBC651.01c	YPL093W
SPBC646.16	YGL011C
SPBC646.10c	YLR197W
SPBC646.08c	YHR001W
SPBC646.08c	YKR003W
SPBC646.08c	YOR237W
SPBC646.08c	YPL145C
SPBC646.07c	YDL015C
SPBC646.03	YMR293C
SPBC609.05	YML069W
SPBC582.10c	YBR114W
SPBC582.08	YDR111C
SPBC582.08	YLR089C
SPBC577.15c	YLL022C
SPBC577.13	YIL002C
SPBC577.12	YLR143W
SPBC577.10	YFR050C
SPBC577.09	YDR030C
SPBC577.07	YFR005C
SPBC577.06c	YLR305C
SPBC56F2.14	YMR225C
SPBC56F2.12	YLR355C
SPBC56F2.08c	YJR091C
SPBC56F2.08c	YPR042C
SPBC56F2.07c	YLR397C
SPBC56F2.04	YBL004W
SPBC56F2.03	YDR106W
SPBC543.10	YGL020C
SPBC543.09	YER017C
SPBC543.09	YMR089C
SPBC543.08	YDR319C
SPBC543.08	YGL126W
SPBC543.05c	YNL275W
SPBC543.04	YHL023C
SPBC530.15c	YLL028W
SPBC530.13	YJL006C
SPBC530.09c	YPR079W
SPBC530.06c	YMR012W
SPBC530.01	YOR070C
SPBC4F6.17c	YDR258C
SPBC4F6.14	YPL043W
SPBC4F6.13c	YMR049C
SPBC4F6.12	YKR090W
SPBC4F6.11c	YML096W
SPBC4F6.08c	YML009C
SPBC4F6.07c	YBR142W
SPBC4F6.05c	YFL048C
SPBC4F6.05c	YLR080W
SPBC4C3.10c	YJL001W
SPBC4C3.09	YOR320C
SPBC4C3.08	YOR320C
SPBC4C3.06	YCR030C
SPBC4C3.04c	YPR017C
SPBC4C3.03	YHR025W
SPBC4B4.11	YHR059W
SPBC4B4.07c	YBR119W
SPBC4B4.04	YGR054W
SPBC4B4.02c	YPR155C
SPBC4B4.01c	YDR531W
SPBC428.19c	YMR093W
SPBC428.17c	YDR014W
SPBC428.15	YGR210C
SPBC428.14	YBR042C
SPBC428.14	YDR018C
SPBC428.11	YLR303W
SPBC428.06c	YBR095C
SPBC428.04	YIL040W
SPBC418.02	YDL040C
SPBC409.19c	YMR060C
SPBC409.18	YDR284C
SPBC409.16c	YAL027W
SPBC409.15	YLR435W
SPBC409.14c	YMR188C
SPBC409.13	YOL143C
SPBC409.12c	YDR082W
SPBC409.08	YGR138C
SPBC409.08	YPR156C
SPBC405.06	YLR090W
SPBC405.05	YMR159C
SPBC405.03c	YDR438W
SPBC405.03c	YML018C
SPBC4.03c	YHR098C
SPBC4.02c	YMR265C
SPBC4.01	YBR040W
SPBC3H7.13	YDR200C
SPBC3H7.13	YLR238W
SPBC3H7.12	YDR202C
SPBC3H7.11	YOR239W
SPBC3H7.10	YMR312W
SPBC3H7.07c	YGR208W
SPBC3H7.04	YDR347W
SPBC3H7.04	YJR101W
SPBC3H7.03c	YIL125W
SPBC3H7.02	YBR294W
SPBC3H7.02	YLR092W
SPBC3F6.04c	YDL148C
SPBC3F6.02c	YGL001C
SPBC3F6.01c	YGR123C
SPBC3E7.13c	YGR129W
SPBC3E7.11c	YER048C
SPBC3E7.11c	YIR004W
SPBC3E7.09	YOR154W
SPBC3E7.07c	YPL225W
SPBC3E7.06c	YBR293W
SPBC3E7.06c	YMR088C
SPBC3E7.05c	YKR016W
SPBC3D6.13c	YIL005W
SPBC3D6.12	YLR129W
SPBC3D6.08c	YJL124C
SPBC3D6.06c	YOL061W
SPBC3D6.03c	YKR079C
SPBC3B9.19	YOR232W
SPBC3B9.14c	YMR024W
SPBC3B9.12	YDR246W
SPBC3B9.09	YLR417W
SPBC3B9.06c	YNR007C
SPBC3B9.05	YKL084W
SPBC3B9.04	YDR316W
SPBC3B9.03	YDR292C
SPBC3B9.01	YBR101C
SPBC3B8.11	YBL014C
SPBC3B8.10c	YHR004C
SPBC3B8.09	YDL153C
SPBC3B8.06	YCR061W
SPBC3B8.06	YNL237W
SPBC3B8.05	YIL103W
SPBC3B8.04c	YCR037C
SPBC3B8.04c	YJL198W
SPBC3B8.04c	YNR013C
SPBC3B8.03	YNR050C
SPBC3B8.01c	YDR376W
SPBC36B7.08c	YNL246W
SPBC36B7.05c	YDR313C
SPBC36B7.04	YML080W
SPBC365.20c	YGL037C
SPBC365.14c	YBR019C
SPBC365.11	YLR309C
SPBC365.10	YNL059C
SPBC365.09c	YOR077W
SPBC365.08c	YBR201W
SPBC365.08c	YDR411C
SPBC365.07c	YJR134C
SPBC365.04c	YDL213C
SPBC365.01	YLR380W
SPBC36.10	YDR185C
SPBC36.10	YLR168C
SPBC36.08c	YGR120C
SPBC36.07	YLR384C
SPBC36.06c	YJL167W
SPBC36.03c	YLL028W
SPBC36.02c	YLL028W
SPBC36.01c	YLL028W
SPBC359.05	YDR135C
SPBC359.05	YGR281W
SPBC359.05	YHL035C
SPBC359.05	YLL015W
SPBC359.05	YLL048C
SPBC359.03c	YBR068C
SPBC359.03c	YBR069C
SPBC359.03c	YCL025C
SPBC359.03c	YDR046C
SPBC359.03c	YDR508C
SPBC359.03c	YEL063C
SPBC359.03c	YGR191W
SPBC359.03c	YKR039W
SPBC359.03c	YNL268W
SPBC359.03c	YNL270C
SPBC359.03c	YOL020W
SPBC359.03c	YOR348C
SPBC359.03c	YPL265W
SPBC359.01	YBR068C
SPBC359.01	YBR069C
SPBC359.01	YCL025C
SPBC359.01	YDR046C
SPBC359.01	YDR508C
SPBC359.01	YEL063C
SPBC359.01	YGR191W
SPBC359.01	YKR039W
SPBC359.01	YNL268W
SPBC359.01	YNL270C
SPBC359.01	YOL020W
SPBC359.01	YOR348C
SPBC359.01	YPL265W
SPBC354.10	YKL054C
SPBC354.09c	YJR126C
SPBC354.09c	YOR256C
SPBC354.09c	YPL176C
SPBC354.08c	YMR266W
SPBC354.07c	YHR001W
SPBC354.07c	YKR003W
SPBC354.07c	YOR237W
SPBC354.07c	YPL145C
SPBC354.06	YPL013C
SPBC342.06c	YLL002W
SPBC342.04	YLR421C
SPBC342.03	YOL030W
SPBC342.02	YOR168W
SPBC337.11	YMR152W
SPBC337.10c	YKR071C
SPBC337.07c	YHR132C
SPBC337.03	YDR289C
SPBC336.13c	YMR035W
SPBC336.11	YDR484W
SPBC336.02	YPL266W
SPBC32H8.08c	YIL085C
SPBC32H8.08c	YNL029C
SPBC32H8.05	YBL028C
SPBC32H8.04c	YDR339C
SPBC32H8.01c	YER128W
SPBC32F12.15	YDR079C-A
SPBC32F12.12c	YMR071C
SPBC32F12.10	YKL127W
SPBC32F12.10	YMR105C
SPBC32F12.07c	YMR187C
SPBC32F12.01c	YER019W
SPBC31F10.16	YJL099W
SPBC31F10.16	YKR027W
SPBC31F10.16	YMR237W
SPBC31F10.16	YOR299W
SPBC31F10.12	YER007C-A
SPBC31F10.10c	YMR100W
SPBC31F10.07	YCL034W
SPBC31F10.03	YER163C
SPBC31E1.06	YPL217C
SPBC31E1.01c	YNL242W
SPBC31A8.01c	YDL204W
SPBC31A8.01c	YDR233C
SPBC30D10.17c	YGR229C
SPBC30D10.16	YNL316C
SPBC30D10.15	YNL124W
SPBC30D10.14	YAL049C
SPBC30D10.12c	YGR215W
SPBC30D10.08	YJR144W
SPBC30D10.07c	YDL141W
SPBC30D10.05c	YIR035C
SPBC30D10.05c	YIR036C
SPBC30D10.03c	YOR155C
SPBC30D10.02	YDR397C
SPBC30B4.06c	YGL236C
SPBC30B4.03c	YDL233W
SPBC30B4.02c	YNL224C
SPBC2G5.05	YBR117C
SPBC2G5.05	YPR074C
SPBC2G5.04c	YML067C
SPBC2G5.03	YGL211W
SPBC2G5.02c	YGL019W
SPBC2G5.02c	YOR039W
SPBC2G5.01	YNR021W
SPBC2G2.17c	YIL123W
SPBC2G2.17c	YJL116C
SPBC2G2.17c	YKR042W
SPBC2G2.17c	YNL066W
SPBC2G2.16	YER003C
SPBC2G2.15c	YGL136C
SPBC2G2.13c	YHR144C
SPBC2G2.12	YPR033C
SPBC2G2.11	YLR195C
SPBC2G2.07c	YPL118W
SPBC2G2.02	YNL106C
SPBC2F12.15c	YDR459C
SPBC2F12.15c	YNL326C
SPBC2F12.10	YDR322W
SPBC2F12.05c	YAR042W
SPBC2F12.05c	YDL019C
SPBC2F12.03c	YDR206W
SPBC2F12.02c	YDR237W
SPBC2D10.19c	YJL122W
SPBC2D10.16	YOL086W-A
SPBC2D10.15c	YHR189W
SPBC2D10.09	YDR036C
SPBC2D10.08c	YML025C
SPBC2D10.07c	YMR150C
SPBC2D10.04	YJL084C
SPBC2D10.04	YKR021W
SPBC2D10.03c	YCR090C
SPBC2A9.11c	YPR045C
SPBC2A9.09	YOR281C
SPBC2A9.06c	YDL193W
SPBC2A9.05c	YDR084C
SPBC2A9.04c	YDR143C
SPBC2A9.02	YLL056C
SPBC29B5.04c	YNL094W
SPBC29A3.16	YOR294W
SPBC29A3.15c	YGL129C
SPBC29A3.13	YLR455W
SPBC29A3.11c	YOR100C
SPBC29A3.11c	YOR130C
SPBC29A3.09c	YFR009W
SPBC29A3.06	YJL069C
SPBC29A3.05	YML041C
SPBC29A3.03c	YDR255C
SPBC29A3.01	YDR270W
SPBC29A10.16c	YNL111C
SPBC29A10.10c	YLR430W
SPBC29A10.08	YLR343W
SPBC29A10.07	YMR129W
SPBC29A10.03c	YPR018W
SPBC28F2.09	YOR194C
SPBC28F2.08c	YLR207W
SPBC28F2.05c	YJR096W
SPBC28E12.06c	YCR032W
SPBC28E12.02	YLL032C
SPBC27B12.14	YGR174C
SPBC27B12.12c	YOL130W
SPBC27B12.09c	YIL134W
SPBC27B12.08	YJL207C
SPBC27B12.07	YLR283W
SPBC27B12.05	YOL063C
SPBC27B12.04c	YNL127W
SPBC27B12.03c	YLR056W
SPBC27B12.01c	YLL006W
SPBC27.01c	YNL149C
SPBC26H8.12	YAL039C
SPBC26H8.11c	YBL095W
SPBC26H8.09c	YFL049W
SPBC26H8.05c	YDR075W
SPBC26H8.04c	YJR138W
SPBC25H2.16c	YDR358W
SPBC25H2.16c	YHR108W
SPBC25H2.15	YOL022C
SPBC25H2.14	YKR030W
SPBC25H2.11c	YBR081C
SPBC25H2.10c	YGL232W
SPBC25H2.09	YFR011C
SPBC25H2.08c	YOR334W
SPBC25H2.08c	YPL060W
SPBC25H2.06c	YNL263C
SPBC25H2.04c	YDL217C
SPBC25H2.03	YLR386W
SPBC25B2.09c	YDR341C
SPBC25B2.09c	YHR091C
SPBC25B2.04c	YMR097C
SPBC25B2.03	YMR140W
SPBC25B2.01	YKR084C
SPBC24C6.10c	YDL146W
SPBC24C6.08c	YGR057C
SPBC24C6.04	YHR037W
SPBC24C6.03	YER087W
SPBC24C6.02	YFL002C
SPBC244.02c	YDR449C
SPBC23G7.13c	YHL016C
SPBC23G7.11	YER142C
SPBC23G7.07c	YLR003C
SPBC23G7.06c	YPR091C
SPBC23E6.10c	YPR118W
SPBC23E6.06c	YDR487C
SPBC23E6.02	YOR191W
SPBC23E6.01c	YBR212W
SPBC23E6.01c	YHR086W
SPBC21H7.06c	YOL032W
SPBC21H7.04	YKR024C
SPBC21H7.03c	YAR071W
SPBC21H7.03c	YBR092C
SPBC21H7.03c	YBR093C
SPBC21H7.03c	YDL024C
SPBC21H7.03c	YHR215W
SPBC21D10.09c	YMR247C
SPBC21D10.07	YBL059C-A
SPBC21D10.07	YKL137W
SPBC21C3.19	YHR087W
SPBC21C3.17c	YKL077W
SPBC21C3.15c	YHR039C
SPBC21C3.11	YMR067C
SPBC21C3.10c	YBR153W
SPBC21C3.09c	YNL168C
SPBC21C3.08c	YLR438W
SPBC21C3.07c	YOR239W
SPBC21C3.04c	YDR115W
SPBC21C3.03	YPL109C
SPBC21C3.02c	YAL013W
SPBC21B10.13c	YDR451C
SPBC21B10.13c	YML027W
SPBC21B10.09	YBR220C
SPBC21B10.07	YEL040W
SPBC21B10.07	YGR189C
SPBC21B10.07	YLR213C
SPBC21B10.06c	YMR163C
SPBC21B10.03c	YGR178C
SPBC216.04c	YCL033C
SPBC216.03	YMR090W
SPBC216.01c	YNL201C
SPBC215.07c	YLR455W
SPBC215.06c	YCR087C-A
SPBC215.01	YGR100W
SPBC211.08c	YGR158C
SPBC211.05	YNL138W-A
SPBC211.03c	YEL022W
SPBC211.03c	YJR031C
SPBC21.02	YOR118W
SPBC20F10.10	YER059W
SPBC20F10.10	YIL050W
SPBC20F10.08c	YMR185W
SPBC20F10.07	YDR326C
SPBC20F10.07	YFL042C
SPBC20F10.07	YHR080C
SPBC20F10.07	YLR072W
SPBC1D7.03	YGL215W
SPBC1D7.01	YJL179W
SPBC1A4.09	YOR243C
SPBC1A4.07c	YLL011W
SPBC1A4.06c	YGR046W
SPBC19G7.17	YBR283C
SPBC19G7.14c	YNL051W
SPBC19G7.10c	YCR077C
SPBC19G7.07c	YGR150C
SPBC19G7.02	YMR289W
SPBC19F8.04c	YGL085W
SPBC19F8.03c	YGR241C
SPBC19F8.03c	YHR161C
SPBC19F5.05c	YGR103W
SPBC19F5.04	YER052C
SPBC19F5.03	YKL212W
SPBC19F5.02c	YDR324C
SPBC19C7.12c	YBR199W
SPBC19C7.12c	YBR205W
SPBC19C7.12c	YDR483W
SPBC19C7.12c	YJL139C
SPBC19C7.12c	YKR061W
SPBC19C7.12c	YOR099W
SPBC19C7.12c	YPL053C
SPBC19C7.11	YJR040W
SPBC19C7.08c	YOL141W
SPBC19C7.07c	YAR008W
SPBC19C7.06	YHR020W
SPBC19C7.05	YBR005W
SPBC19C7.05	YDR003W
SPBC19C7.04c	YGR273C
SPBC19C7.04c	YMR295C
SPBC19C2.15c	YJL097W
SPBC19C2.13c	YNL119W
SPBC19C2.12	YPR100W
SPBC19C2.11c	YGL219C
SPBC19C2.08	YGR075C
SPBC1921.07c	YCL010C
SPBC18H10.20c	YOR322C
SPBC18H10.19	YLR360W
SPBC18H10.17c	YDR296W
SPBC18H10.16	YBR235W
SPBC18H10.08c	YDR069C
SPBC18H10.08c	YER144C
SPBC18H10.05	YKL121W
SPBC18H10.05	YMR102C
SPBC18E5.12c	YHR024C
SPBC18E5.07	YIR003W
SPBC18E5.05c	YHR187W
SPBC18E5.02c	YMR296C
SPBC18A7.02c	YHL017W
SPBC18A7.02c	YKL039W
SPBC1861.08c	YPL213W
SPBC1861.07	YPL046C
SPBC1861.04c	YMR268C
SPBC1861.01c	YKL089W
SPBC1826.01c	YPL082C
SPBC17G9.12c	YCR015C
SPBC17G9.03c	YDR037W
SPBC17G9.02c	YLR418C
SPBC17D11.08	YPL247C
SPBC17D11.04c	YPR031W
SPBC17D11.03c	YJR111C
SPBC17D11.02c	YOL013C
SPBC17D1.07c	YPL242C
SPBC17D1.04	YMR270C
SPBC17D1.03c	YCR035C
SPBC17D1.02	YKL191W
SPBC17D1.01	YDR464W
SPBC17A3.09c	YJL046W
SPBC17A3.08	YBL055C
SPBC17A3.06	YIR026C
SPBC17A3.04c	YGR264C
SPBC17A3.03c	YNL032W
SPBC17A3.03c	YNL056W
SPBC17A3.03c	YNL099C
SPBC17A3.02	YIL087C
SPBC17A3.01c	YPL063W
SPBC1778.07	YMR209C
SPBC1778.07	YNL092W
SPBC1778.03c	YGL067W
SPBC1773.17c	YNL274C
SPBC1773.15	YJR152W
SPBC1773.15	YLR004C
SPBC1773.13	YGL202W
SPBC1773.13	YHR137W
SPBC1773.11c	YCR094W
SPBC1773.11c	YNL323W
SPBC1773.11c	YNR048W
SPBC1773.10c	YHR019C
SPBC1773.08c	YIL085C
SPBC1773.08c	YNL029C
SPBC1773.04	YDR541C
SPBC1773.04	YGL039W
SPBC1773.04	YGL157W
SPBC1773.04	YOL151W
SPBC1773.02c	YIL010W
SPBC1773.01	YMR029C
SPBC1734.11	YNL064C
SPBC1734.10c	YJR141W
SPBC1734.09	YEL004W
SPBC1734.08	YHL002W
SPBC1734.07c	YDR108W
SPBC1734.04	YEL036C
SPBC1734.04	YML115C
SPBC1734.03	YNL256W
SPBC1734.01c	YDR365C
SPBC1718.04	YBL011W
SPBC1718.04	YKR067W
SPBC1711.16	YLR196W
SPBC1711.11	YJL036W
SPBC1711.09c	YKR088C
SPBC1711.08	YDR214W
SPBC1711.07	YMR131C
SPBC1711.05	YKR092C
SPBC1711.04	YKR080W
SPBC1711.03	YKL207W
SPBC1709.19c	YKL040C
SPBC1709.17	YOR241W
SPBC1709.14	YPL096W
SPBC1709.13c	YHL039W
SPBC1709.13c	YPL208W
SPBC1709.10c	YNL259C
SPBC1709.09	YHR038W
SPBC1709.07	YLR100W
SPBC1709.02c	YGR094W
SPBC1706.03	YBR179C
SPBC1703.13c	YER053C
SPBC1703.13c	YJR077C
SPBC1703.12	YBL067C
SPBC1703.12	YER098W
SPBC1703.08c	YER183C
SPBC1703.05	YNL207W
SPBC1703.03c	YDL063C
SPBC1703.01c	YBR257W
SPBC16H5.14c	YDL114W
SPBC16H5.14c	YLR426W
SPBC16H5.09c	YBR199W
SPBC16H5.09c	YBR205W
SPBC16H5.09c	YDR483W
SPBC16H5.09c	YJL139C
SPBC16H5.09c	YKR061W
SPBC16H5.09c	YOR099W
SPBC16H5.09c	YPL053C
SPBC16H5.08c	YER036C
SPBC16H5.04	YBR106W
SPBC16G5.10	YDL111C
SPBC16G5.09	YGL203C
SPBC16G5.05c	YBL091C-A
SPBC16G5.05c	YER120W
SPBC16G5.04	YOR150W
SPBC16G5.02c	YCR036W
SPBC16E9.18	YNL169C
SPBC16E9.14c	YNR039C
SPBC16E9.10c	YLL034C
