ProtA	ProtB	Label
B0250.1	F57B9.6	negative
B0250.1	F58D5.1	negative
B0250.1	F58F12.1	negative
B0250.1	H06I04.4	negative
B0250.1	JC8.2	negative
B0250.1	K01C8.10	negative
B0250.1	K01G5.4	negative
B0250.1	K02B2.5	negative
B0250.1	K08C7.3	negative
B0250.1	K10B3.7	negative
B0250.1	K12C11.2	negative
B0250.1	M110.4	negative
B0250.1	M117.2	negative
B0250.1	R07B1.10	negative
B0250.1	R08D7.3	negative
B0250.1	R12E2.3	negative
B0250.1	R151.9	negative
B0250.1	T01C3.6	negative
B0250.1	T01G9.6	negative
B0250.1	T05C12.7	negative
B0250.1	T05E11.1	negative
B0250.1	T05F1.3	negative
B0250.1	T05F1.6	negative
B0250.1	T07A9.11	negative
B0250.1	T08B2.10	negative
B0250.1	T10F2.4	negative
B0250.1	T16G1.11	negative
B0250.1	T20G5.2	negative
B0250.1	T21B10.7	negative
B0250.1	T21H3.3	negative
B0250.1	T22F3.4	negative
B0250.1	T27E9.1	negative
B0250.1	W04D2.1	negative
B0250.1	Y102A5A.1	negative
B0250.1	Y105E8A.16	negative
B0250.1	Y106G6H.2	negative
B0250.1	Y116A8C.42	negative
B0250.1	Y22D7AL.5	negative
B0250.1	Y38A10A.5	negative
B0250.1	Y38C1AA.2	negative
B0250.1	Y39G10AR.8	negative
B0250.1	Y41C4A.10	negative
B0250.1	Y41D4B.5	negative
B0250.1	Y43B11AR.4	negative
B0250.1	Y46G5A.4	negative
B0250.1	Y49E10.15	negative
B0250.1	Y50D7A.7	negative
B0250.1	Y55B1AR.1	negative
B0250.1	Y56A3A.19	negative
B0250.1	Y57G11C.16	negative
B0250.1	Y69A2AR.18	negative
B0250.1	Y71A12B.1	negative
B0250.1	Y71G12B.11	negative
B0250.1	Y71H2AM.19	negative
B0250.1	Y74C10AR.1	negative
B0250.1	Y75B12B.5	negative
B0250.1	ZC434.2	negative
B0250.1	ZC434.5	negative
B0250.1	ZK20.5	negative
B0250.1	ZK945.2	negative
B0261.4	B0412.4	negative
B0261.4	B0511.10	negative
B0261.4	C06B8.8	negative
B0261.4	C08B6.9	negative
B0261.4	C14B9.7	negative
B0261.4	C41C4.8	negative
B0261.4	C52E4.3	negative
B0261.4	C52E4.4	negative
B0261.4	C53H9.1	negative
B0261.4	C56C10.3	negative
B0261.4	D2013.7	negative
B0261.4	F10G7.2	negative
B0261.4	F17C11.9	negative
B0261.4	F25H2.10	negative
B0261.4	F29G9.5	negative
B0261.4	F35F11.1	negative
B0261.4	F40G9.17	negative
B0261.4	F45E1.6	negative
B0261.4	F52D10.3	negative
B0261.4	F54A3.3	negative
B0261.4	F56A8.6	negative
B0261.4	F56E10.4	negative
B0261.4	F56F3.5	negative
B0261.4	F56H1.4	negative
B0261.4	F59A2.3	negative
B0261.4	H39E23.1	negative
B0261.4	K04G2.1	negative
B0261.4	K07A1.12	negative
B0261.4	K08C7.3	negative
B0261.4	K12H4.3	negative
B0261.4	M110.4	negative
B0261.4	R08C7.3	negative
B0261.4	T04D1.3	negative
B0261.4	T05E11.1	negative
B0261.4	T16G1.11	negative
B0261.4	T23D8.4	negative
B0261.4	T28D9.10	negative
B0261.4	W04D2.1	negative
B0261.4	W08F4.8	negative
B0261.4	Y113G7B.17	negative
B0261.4	Y116A8C.42	negative
B0261.4	Y38A10A.5	negative
B0261.4	Y41D4B.5	negative
B0261.4	Y54E2A.11	negative
B0261.4	Y54F10AM.5	negative
B0261.4	Y55B1AR.1	negative
B0261.4	Y57G11C.34	negative
B0261.4	Y69A2AR.18	negative
B0261.4	Y71A12B.1	negative
B0261.4	Y71D11A.2	negative
B0261.4	Y71H2AM.19	negative
B0261.4	Y79H2A.6	negative
B0336.10	B0393.1	negative
B0336.10	B0412.4	negative
B0336.10	B0432.2	negative
B0336.10	B0464.1	negative
B0336.10	B0511.10	negative
B0336.10	C01G8.5	negative
B0336.10	C05G5.4	negative
B0336.10	C07G2.3	negative
B0336.10	C07H6.5	negative
B0336.10	C08H9.2	negative
B0336.10	C09H10.2	negative
B0336.10	C09H10.6	negative
B0336.10	C14A4.14	negative
B0336.10	C15H9.6	negative
B0336.10	C16A3.9	negative
B0336.10	C18A3.3	negative
B0336.10	C23G10.3	negative
B0336.10	C23G10.4	negative
B0336.10	C26D10.2	negative
B0336.10	C26E6.8	negative
B0336.10	C30C11.2	negative
B0336.10	C30C11.4	negative
B0336.10	C34E10.6	negative
B0336.10	C41C4.8	negative
B0336.10	C41D11.2	negative
B0336.10	C47E12.8	negative
B0336.10	C47E8.5	negative
B0336.10	C47G2.5	negative
B0336.10	C49H3.11	negative
B0336.10	C50B6.2	negative
B0336.10	C52E4.3	negative
B0336.10	C52E4.4	negative
B0336.10	CD4.6	negative
B0336.10	D1007.6	negative
B0336.10	D2013.7	negative
B0336.10	D2096.3	negative
B0336.10	D2096.8	negative
B0336.10	DY3.2	negative
B0336.10	F01F1.8	negative
B0336.10	F02E8.1	negative
B0336.10	F10G7.2	negative
B0336.10	F10G7.3	negative
B0336.10	F10G7.8	negative
B0336.10	F13D12.6	negative
B0336.10	F17C11.9	negative
B0336.10	F18A1.5	negative
B0336.10	F21C3.5	negative
B0336.10	F22B5.2	negative
B0336.10	F23B2.6	negative
B0336.10	F23F1.8	negative
B0336.10	F23F12.6	negative
B0336.10	F25H2.9	negative
B0336.10	F25H5.4	negative
B0336.10	F26D10.3	negative
B0336.10	F26E4.1	negative
B0336.10	F27C1.7	negative
B0336.10	F28B3.8	negative
B0336.10	F28D1.7	negative
B0336.10	F29F11.6	negative
B0336.10	F33A8.1	negative
B0336.10	F35G12.10	negative
B0336.10	F35G12.12	negative
B0336.10	F35G2.4	negative
B0336.10	F36A2.6	negative
B0336.10	F37C12.11	negative
B0336.10	F37C12.9	negative
B0336.10	F38H4.9	negative
B0336.10	F39B2.6	negative
B0336.10	F40F11.1	negative
B0336.10	F40F8.10	negative
B0336.10	F41C3.5	negative
B0336.10	F42A6.7	negative
B0336.10	F42C5.8	negative
B0336.10	F42G9.1	negative
B0336.10	F43E2.8	negative
B0336.10	F45H11.2	negative
B0336.10	F46F11.2	negative
B0336.10	F46H5.3	negative
B0336.10	F47B10.1	negative
B0336.10	F48F7.1	negative
B0336.10	F52D10.3	negative
B0336.10	F53A3.3	negative
B0336.10	F54A3.3	negative
B0336.10	F54E7.2	negative
B0336.10	F55D10.2	negative
B0336.10	F56C9.1	negative
B0336.10	F56E10.4	negative
B0336.10	F56F3.5	negative
B0336.10	F56H1.4	negative
B0336.10	F57B9.10	negative
B0336.10	F57B9.6	negative
B0336.10	F58B3.5	negative
B0336.10	F58D5.1	negative
B0336.10	F58E10.3	negative
B0336.10	F59A2.3	negative
B0336.10	H06H21.3	negative
B0336.10	H06I04.4	negative
B0336.10	H20J04.5	negative
B0336.10	JC8.2	negative
B0336.10	K01C8.10	negative
B0336.10	K01G5.4	negative
B0336.10	K02B2.5	negative
B0336.10	K04D7.1	negative
B0336.10	K07A1.12	negative
B0336.10	K07C5.4	negative
B0336.10	K08C7.3	negative
B0336.10	K11E8.1	negative
B0336.10	M03C11.4	negative
B0336.10	M110.4	negative
B0336.10	M117.2	negative
B0336.10	M18.5	negative
B0336.10	M18.7	negative
B0336.10	M28.5	negative
B0336.10	M88.2	negative
B0336.10	R02D3.5	negative
B0336.10	R05H10.2	negative
B0336.10	R08D7.3	negative
B0336.10	R12E2.3	negative
B0336.10	R151.9	negative
B0336.10	R74.1	negative
B0336.10	T01C3.6	negative
B0336.10	T02G5.9	negative
B0336.10	T05C12.7	negative
B0336.10	T05E11.1	negative
B0336.10	T05F1.3	negative
B0336.10	T05H4.6	negative
B0336.10	T06D8.8	negative
B0336.10	T07A9.11	negative
B0336.10	T07D3.7	negative
B0336.10	T08B2.10	negative
B0336.10	T16G1.11	negative
B0336.10	T20G5.1	negative
B0336.10	T20G5.2	negative
B0336.10	T21B10.7	negative
B0336.10	T22F3.4	negative
B0336.10	T23B12.3	negative
B0336.10	T23D8.4	negative
B0336.10	T27E9.1	negative
B0336.10	T28D9.10	negative
B0336.10	W01B11.3	negative
B0336.10	W03D2.4	negative
B0336.10	W08F4.8	negative
B0336.10	W10C8.5	negative
B0336.10	Y102A5A.1	negative
B0336.10	Y106G6H.2	negative
B0336.10	Y111B2A.18	negative
B0336.10	Y113G7B.17	negative
B0336.10	Y116A8C.42	negative
B0336.10	Y22D7AL.5	negative
B0336.10	Y37E3.10	negative
B0336.10	Y38A10A.5	negative
B0336.10	Y41C4A.10	negative
B0336.10	Y41D4B.5	negative
B0336.10	Y41E3.4	negative
B0336.10	Y43B11AR.4	negative
B0336.10	Y45G12B.1	negative
B0336.10	Y46G5A.4	negative
B0336.10	Y47D3B.10	negative
B0336.10	Y48B6A.11	negative
B0336.10	Y49E10.1	negative
B0336.10	Y50D7A.7	negative
B0336.10	Y54E2A.11	negative
B0336.10	Y54E2A.4	negative
B0336.10	Y57G11C.16	negative
B0336.10	Y62E10A.12	negative
B0336.10	Y69A2AR.18	negative
B0336.10	Y71A12B.1	negative
B0336.10	Y71F9B.4	negative
B0336.10	Y71G12B.11	negative
B0336.10	Y71H10A.1	negative
B0336.10	Y71H2AM.23	negative
B0336.10	Y71H2B.10	negative
B0336.10	Y73B6BL.9	negative
B0336.10	Y74C10AR.1	negative
B0336.10	Y75B12B.2	negative
B0336.10	Y75B12B.5	negative
B0336.10	Y75B8A.30	negative
B0336.10	Y80D3A.2	negative
B0336.10	Y87G2A.6	negative
B0336.10	ZC434.2	negative
B0336.10	ZC434.5	negative
B0336.10	ZC434.8	negative
B0336.10	ZK131.8	negative
B0336.10	ZK945.2	negative
B0348.6	C09G12.9	negative
B0348.6	C16H3.2	negative
B0348.6	C18E3.5	negative
B0348.6	C36B1.4	negative
B0348.6	C41C4.8	negative
B0348.6	D2096.8	negative
B0348.6	F02E8.1	negative
B0348.6	F08G12.2	negative
B0348.6	F23H11.3	negative
B0348.6	F26D10.3	negative
B0348.6	F36F2.6	negative
B0348.6	F37C12.11	negative
B0348.6	F38H4.9	negative
B0348.6	F48E8.5	negative
B0348.6	F49C12.8	negative
B0348.6	F53H8.2	negative
B0348.6	F54A3.3	negative
B0348.6	F58F12.1	negative
B0348.6	K01C8.10	negative
B0348.6	K04D7.1	negative
B0348.6	R08D7.3	negative
B0348.6	T01G9.6	negative
B0348.6	T10F2.4	negative
B0348.6	T20G5.1	negative
B0348.6	T22D1.10	negative
B0348.6	W10C8.5	negative
B0348.6	Y106G6H.3	negative
B0348.6	Y111B2A.18	negative
B0348.6	Y113G7B.17	negative
B0348.6	Y71F9AL.16	negative
B0348.6	Y75B12B.2	negative
B0393.1	B0432.2	negative
B0393.1	B0464.1	negative
B0393.1	B0511.10	negative
B0393.1	C01G8.5	negative
B0393.1	C04F12.4	negative
B0393.1	C06B8.8	negative
B0393.1	C07G2.3	negative
B0393.1	C08H9.2	negative
B0393.1	C09B8.6	negative
B0393.1	C09D4.5	negative
B0393.1	C09H10.2	negative
B0393.1	C09H10.6	negative
B0393.1	C14A4.14	negative
B0393.1	C14B1.4	negative
B0393.1	C14B9.7	negative
B0393.1	C15H9.6	negative
B0393.1	C17G10.9	negative
B0393.1	C23G10.4	negative
B0393.1	C26E6.8	negative
B0393.1	C26F1.9	negative
B0393.1	C27A2.2	negative
B0393.1	C27D11.1	negative
B0393.1	C30C11.2	negative
B0393.1	C30C11.4	negative
B0393.1	C32E8.2	negative
B0393.1	C34E10.6	negative
B0393.1	C37A2.7	negative
B0393.1	C41C4.8	negative
B0393.1	C41D11.2	negative
B0393.1	C42C1.14	negative
B0393.1	C44E4.4	negative
B0393.1	C47E8.5	negative
B0393.1	C47G2.5	negative
B0393.1	C50B6.2	negative
B0393.1	C53H9.1	negative
B0393.1	CD4.6	negative
B0393.1	D1007.12	negative
B0393.1	D2013.7	negative
B0393.1	D2045.6	negative
B0393.1	D2096.8	negative
B0393.1	DY3.2	negative
B0393.1	E04A4.8	negative
B0393.1	F01F1.8	negative
B0393.1	F02E8.1	negative
B0393.1	F10B5.1	negative
B0393.1	F10E7.7	negative
B0393.1	F10G7.2	negative
B0393.1	F10G7.3	negative
B0393.1	F10G7.8	negative
B0393.1	F13B10.2	negative
B0393.1	F17C11.9	negative
B0393.1	F21C3.5	negative
B0393.1	F22B5.2	negative
B0393.1	F23F1.8	negative
B0393.1	F23F12.6	negative
B0393.1	F23H11.3	negative
B0393.1	F25H2.10	negative
B0393.1	F25H2.9	negative
B0393.1	F25H5.4	negative
B0393.1	F26D10.3	negative
B0393.1	F26E4.1	negative
B0393.1	F28C6.7	negative
B0393.1	F29F11.6	negative
B0393.1	F29G9.5	negative
B0393.1	F31D4.3	negative
B0393.1	F33A8.1	negative
B0393.1	F35G12.12	negative
B0393.1	F35G2.4	negative
B0393.1	F37C12.4	negative
B0393.1	F41C3.5	negative
B0393.1	F42A6.7	negative
B0393.1	F43E2.8	negative
B0393.1	F43G9.5	negative
B0393.1	F46F11.2	negative
B0393.1	F46H5.3	negative
B0393.1	F47B10.1	negative
B0393.1	F52B5.6	negative
B0393.1	F52D10.3	negative
B0393.1	F53G12.10	negative
B0393.1	F54A3.3	negative
B0393.1	F54C9.5	negative
B0393.1	F55D10.2	negative
B0393.1	F56H1.4	negative
B0393.1	F57B9.10	negative
B0393.1	F57B9.6	negative
B0393.1	F58F12.1	negative
B0393.1	H06H21.3	negative
B0393.1	H20J04.5	negative
B0393.1	H27M09.2	negative
B0393.1	JC8.3	negative
B0393.1	K01G5.4	negative
B0393.1	K04D7.1	negative
B0393.1	K07A1.12	negative
B0393.1	K07C5.4	negative
B0393.1	K08C7.3	negative
B0393.1	K08F4.2	negative
B0393.1	K11H12.2	negative
B0393.1	K12C11.2	negative
B0393.1	M01F1.2	negative
B0393.1	M03C11.4	negative
B0393.1	M117.2	negative
B0393.1	M18.5	negative
B0393.1	M28.5	negative
B0393.1	R02D3.5	negative
B0393.1	R05H10.2	negative
B0393.1	R07B1.10	negative
B0393.1	R08D7.3	negative
B0393.1	R11A8.6	negative
B0393.1	R11D1.8	negative
B0393.1	R12E2.3	negative
B0393.1	R13A5.8	negative
B0393.1	R151.3	negative
B0393.1	R151.9	negative
B0393.1	R74.1	negative
B0393.1	T02G5.9	negative
B0393.1	T04C12.5	negative
B0393.1	T05C12.7	negative
B0393.1	T05H4.6	negative
B0393.1	T06D8.8	negative
B0393.1	T08B2.10	negative
B0393.1	T10B5.5	negative
B0393.1	T12D8.6	negative
B0393.1	T16G1.11	negative
B0393.1	T20G5.1	negative
B0393.1	T20G5.2	negative
B0393.1	T21B10.7	negative
B0393.1	T21H3.3	negative
B0393.1	T22F3.4	negative
B0393.1	T24B8.1	negative
B0393.1	T27E9.1	negative
B0393.1	T28D9.10	negative
B0393.1	W01B11.3	negative
B0393.1	W01D2.1	negative
B0393.1	W03D2.4	negative
B0393.1	W08F4.8	negative
B0393.1	W09C5.6	negative
B0393.1	Y102A5A.1	negative
B0393.1	Y106G6H.14	negative
B0393.1	Y106G6H.2	negative
B0393.1	Y106G6H.3	negative
B0393.1	Y111B2A.18	negative
B0393.1	Y113G7B.17	negative
B0393.1	Y22D7AL.5	negative
B0393.1	Y24D9A.4	negative
B0393.1	Y37E3.10	negative
B0393.1	Y37E3.7	negative
B0393.1	Y37E3.8	negative
B0393.1	Y38A10A.5	negative
B0393.1	Y39A1C.3	negative
B0393.1	Y41C4A.10	negative
B0393.1	Y41E3.4	negative
B0393.1	Y45F10D.12	negative
B0393.1	Y46G5A.4	negative
B0393.1	Y48B6A.11	negative
B0393.1	Y48B6A.2	negative
B0393.1	Y48G8AL.8	negative
B0393.1	Y48G9A.3	negative
B0393.1	Y54E10BL.5	negative
B0393.1	Y54E2A.4	negative
B0393.1	Y62E10A.12	negative
B0393.1	Y66D12A.22	negative
B0393.1	Y69A2AR.18	negative
B0393.1	Y71F9AL.13	negative
B0393.1	Y73B6BL.9	negative
B0393.1	Y74C10AR.1	negative
B0393.1	Y75B8A.30	negative
B0393.1	ZC434.5	negative
B0393.1	ZK1010.1	negative
B0393.1	ZK131.8	negative
B0393.1	ZK652.4	negative
B0393.1	ZK945.2	negative
B0412.4	B0432.2	negative
B0412.4	B0511.10	negative
B0412.4	C04F12.4	negative
B0412.4	C05G5.4	negative
B0412.4	C06B8.8	negative
B0412.4	C07G2.3	negative
B0412.4	C07H6.5	negative
B0412.4	C08B6.9	negative
B0412.4	C08H9.2	negative
B0412.4	C09D4.5	negative
B0412.4	C09H10.2	negative
B0412.4	C14B9.7	negative
B0412.4	C14C10.4	negative
B0412.4	C15H9.6	negative
B0412.4	C17G10.9	negative
B0412.4	C23G10.4	negative
B0412.4	C27A2.2	negative
B0412.4	C27D11.1	negative
B0412.4	C30C11.2	negative
B0412.4	C30C11.4	negative
B0412.4	C32E8.2	negative
B0412.4	C34E10.6	negative
B0412.4	C35D10.16	negative
B0412.4	C37A2.7	negative
B0412.4	C41C4.8	negative
B0412.4	C41D11.2	negative
B0412.4	C42C1.14	negative
B0412.4	C44E4.4	negative
B0412.4	C47E8.5	negative
B0412.4	C50B6.2	negative
B0412.4	C52E4.3	negative
B0412.4	C52E4.4	negative
B0412.4	C53H9.1	negative
B0412.4	C56C10.3	negative
B0412.4	CD4.3	negative
B0412.4	D1007.12	negative
B0412.4	D2007.4	negative
B0412.4	D2013.7	negative
B0412.4	E04A4.7	negative
B0412.4	E04A4.8	negative
B0412.4	F02E8.1	negative
B0412.4	F10E7.7	negative
B0412.4	F10G7.2	negative
B0412.4	F13B10.2	negative
B0412.4	F17C11.9	negative
B0412.4	F18A1.5	negative
B0412.4	F23H11.3	negative
B0412.4	F25H2.10	negative
B0412.4	F25H5.4	negative
B0412.4	F26D10.3	negative
B0412.4	F27C1.7	negative
B0412.4	F28C6.7	negative
B0412.4	F29G9.5	negative
B0412.4	F31D4.3	negative
B0412.4	F35F11.1	negative
B0412.4	F37C12.4	negative
B0412.4	F40G9.17	negative
B0412.4	F45E1.6	negative
B0412.4	F46F11.2	negative
B0412.4	F46H5.3	negative
B0412.4	F47B10.1	negative
B0412.4	F47D12.4	negative
B0412.4	F48E8.5	negative
B0412.4	F49C12.8	negative
B0412.4	F52B5.6	negative
B0412.4	F52D10.3	negative
B0412.4	F53G12.10	negative
B0412.4	F54A3.3	negative
B0412.4	F54C9.5	negative
B0412.4	F55D10.2	negative
B0412.4	F56A8.6	negative
B0412.4	F56B3.8	negative
B0412.4	F56H1.4	negative
B0412.4	F57B9.10	negative
B0412.4	F57B9.6	negative
B0412.4	F58B3.5	negative
B0412.4	F58E10.3	negative
B0412.4	F58F12.1	negative
B0412.4	F59A2.3	negative
B0412.4	H27M09.2	negative
B0412.4	H28O16.1	negative
B0412.4	H39E23.1	negative
B0412.4	JC8.3	negative
B0412.4	K01G5.4	negative
B0412.4	K04D7.1	negative
B0412.4	K04G2.1	negative
B0412.4	K07A1.12	negative
B0412.4	K07D4.3	negative
B0412.4	K08C7.3	negative
B0412.4	K12H4.3	negative
B0412.4	M01F1.2	negative
B0412.4	M110.4	negative
B0412.4	M18.7	negative
B0412.4	R07B1.10	negative
B0412.4	R07G3.1	negative
B0412.4	R08C7.3	negative
B0412.4	R11A8.6	negative
B0412.4	R11D1.8	negative
B0412.4	R13A5.8	negative
B0412.4	R151.3	negative
B0412.4	T01B7.4	negative
B0412.4	T01G9.6	negative
B0412.4	T02G5.9	negative
B0412.4	T04D1.3	negative
B0412.4	T05C12.7	negative
B0412.4	T08B2.10	negative
B0412.4	T10B5.5	negative
B0412.4	T16G1.11	negative
B0412.4	T20G5.1	negative
B0412.4	T21B10.7	negative
B0412.4	T22F3.4	negative
B0412.4	T23D8.4	negative
B0412.4	T24B8.1	negative
B0412.4	T27E9.1	negative
B0412.4	T28D9.10	negative
B0412.4	W01B11.3	negative
B0412.4	W01D2.1	negative
B0412.4	W03D2.4	negative
B0412.4	W04D2.1	negative
B0412.4	W08F4.8	negative
B0412.4	W09C5.6	negative
B0412.4	Y106G6H.2	negative
B0412.4	Y106G6H.3	negative
B0412.4	Y113G7B.17	negative
B0412.4	Y116A8C.42	negative
B0412.4	Y22D7AL.5	negative
B0412.4	Y24D9A.4	negative
B0412.4	Y37E3.7	negative
B0412.4	Y37E3.8	negative
B0412.4	Y38A10A.5	negative
B0412.4	Y45F10D.12	negative
B0412.4	Y46H3A.7	negative
B0412.4	Y48B6A.2	negative
B0412.4	Y48E1B.5	negative
B0412.4	Y48G8AL.8	negative
B0412.4	Y49E10.15	negative
B0412.4	Y54E2A.11	negative
B0412.4	Y54F10AM.5	negative
B0412.4	Y54G9A.6	negative
B0412.4	Y55B1AR.1	negative
B0412.4	Y57G11C.34	negative
B0412.4	Y69A2AR.18	negative
B0412.4	Y71D11A.2	negative
B0412.4	Y71F9AL.13	negative
B0412.4	Y71F9B.4	negative
B0412.4	Y71H2AM.19	negative
B0412.4	Y71H2AM.23	negative
B0412.4	Y79H2A.6	negative
B0412.4	Y87G2A.6	negative
B0412.4	ZK20.5	negative
B0412.4	ZK652.4	negative
B0432.2	B0464.1	negative
B0432.2	B0511.10	negative
B0432.2	C01G8.5	negative
B0432.2	C04F12.4	negative
B0432.2	C05G5.4	negative
B0432.2	C07G2.3	negative
B0432.2	C07H6.5	negative
B0432.2	C08B6.9	negative
B0432.2	C08H9.2	negative
B0432.2	C09D4.5	negative
B0432.2	C09H10.2	negative
B0432.2	C09H10.6	negative
B0432.2	C14A4.14	negative
B0432.2	C14C10.4	negative
B0432.2	C17G10.9	negative
B0432.2	C23G10.3	negative
B0432.2	C23G10.4	negative
B0432.2	C26E6.8	negative
B0432.2	C27A2.2	negative
B0432.2	C27D11.1	negative
B0432.2	C27H6.2	negative
B0432.2	C30C11.2	negative
B0432.2	C32E8.2	negative
B0432.2	C34E10.6	negative
B0432.2	C35D10.16	negative
B0432.2	C36B1.1	negative
B0432.2	C36B1.4	negative
B0432.2	C37A2.7	negative
B0432.2	C41C4.8	negative
B0432.2	C41D11.2	negative
B0432.2	C42C1.14	negative
B0432.2	C44E4.4	negative
B0432.2	C47E12.8	negative
B0432.2	C47G2.5	negative
B0432.2	C49H3.11	negative
B0432.2	C50B6.2	negative
B0432.2	CD4.3	negative
B0432.2	CD4.6	negative
B0432.2	D1007.12	negative
B0432.2	D1007.6	negative
B0432.2	D2007.4	negative
B0432.2	D2013.7	negative
B0432.2	D2096.8	negative
B0432.2	DY3.2	negative
B0432.2	E04A4.8	negative
B0432.2	F02E8.1	negative
B0432.2	F10B5.1	negative
B0432.2	F10G7.2	negative
B0432.2	F10G7.3	negative
B0432.2	F13B10.2	negative
B0432.2	F17C11.9	negative
B0432.2	F18A1.5	negative
B0432.2	F21C3.5	negative
B0432.2	F22B5.2	negative
B0432.2	F23F1.8	negative
B0432.2	F23F12.6	negative
B0432.2	F23H11.3	negative
B0432.2	F25H2.10	negative
B0432.2	F25H2.9	negative
B0432.2	F25H5.4	negative
B0432.2	F26D10.3	negative
B0432.2	F26E4.1	negative
B0432.2	F28B3.8	negative
B0432.2	F28C6.7	negative
B0432.2	F29F11.6	negative
B0432.2	F31D4.3	negative
B0432.2	F33A8.1	negative
B0432.2	F35G12.12	negative
B0432.2	F35G2.4	negative
B0432.2	F37C12.11	negative
B0432.2	F37C12.4	negative
B0432.2	F37C12.9	negative
B0432.2	F37E3.1	negative
B0432.2	F39B2.6	negative
B0432.2	F41C3.5	negative
B0432.2	F42A6.7	negative
B0432.2	F42C5.8	negative
B0432.2	F43E2.8	negative
B0432.2	F46F11.2	negative
B0432.2	F46H5.3	negative
B0432.2	F47D12.4	negative
B0432.2	F48E8.5	negative
B0432.2	F48F7.1	negative
B0432.2	F49C12.8	negative
B0432.2	F52B5.6	negative
B0432.2	F53G12.10	negative
B0432.2	F54A3.3	negative
B0432.2	F54C9.5	negative
B0432.2	F54E7.2	negative
B0432.2	F55D10.2	negative
B0432.2	F56B3.8	negative
B0432.2	F56C9.1	negative
B0432.2	F56F3.5	negative
B0432.2	F57B9.10	negative
B0432.2	F58D5.1	negative
B0432.2	F58E10.3	negative
B0432.2	H06H21.3	negative
B0432.2	H20J04.5	negative
B0432.2	H27M09.2	negative
B0432.2	H28O16.1	negative
B0432.2	JC8.2	negative
B0432.2	K01C8.10	negative
B0432.2	K01G5.4	negative
B0432.2	K04D7.1	negative
B0432.2	K07A1.12	negative
B0432.2	K07C5.4	negative
B0432.2	K07D4.3	negative
B0432.2	K08C7.3	negative
B0432.2	K08F4.2	negative
B0432.2	K11H12.2	negative
B0432.2	K12C11.2	negative
B0432.2	M01F1.2	negative
B0432.2	M03C11.4	negative
B0432.2	M117.2	negative
B0432.2	M18.5	negative
B0432.2	M18.7	negative
B0432.2	R02D3.5	negative
B0432.2	R05H10.2	negative
B0432.2	R07B1.10	negative
B0432.2	R07G3.1	negative
B0432.2	R08D7.3	negative
B0432.2	R11A8.6	negative
B0432.2	R11D1.8	negative
B0432.2	R12E2.3	negative
B0432.2	R13A5.8	negative
B0432.2	R151.3	negative
B0432.2	R151.9	negative
B0432.2	R74.1	negative
B0432.2	T01B7.4	negative
B0432.2	T01C3.6	negative
B0432.2	T01G9.6	negative
B0432.2	T05C12.7	negative
B0432.2	T05F1.6	negative
B0432.2	T05H4.6	negative
B0432.2	T07A9.11	negative
B0432.2	T08B2.10	negative
B0432.2	T10B5.5	negative
B0432.2	T10F2.4	negative
B0432.2	T12D8.6	negative
B0432.2	T16G1.11	negative
B0432.2	T20G5.1	negative
B0432.2	T20G5.2	negative
B0432.2	T21B10.7	negative
B0432.2	T21H3.3	negative
B0432.2	T28D9.10	negative
B0432.2	W01B11.3	negative
B0432.2	W01D2.1	negative
B0432.2	W03D2.4	negative
B0432.2	W04D2.1	negative
B0432.2	W08F4.8	negative
B0432.2	W09C5.6	negative
B0432.2	Y102A5A.1	negative
B0432.2	Y105E8A.16	negative
B0432.2	Y106G6H.14	negative
B0432.2	Y106G6H.2	negative
B0432.2	Y111B2A.18	negative
B0432.2	Y116A8C.42	negative
B0432.2	Y22D7AL.5	negative
B0432.2	Y24D9A.4	negative
B0432.2	Y37E3.10	negative
B0432.2	Y37E3.8	negative
B0432.2	Y38A10A.5	negative
B0432.2	Y39G10AR.8	negative
B0432.2	Y41C4A.10	negative
B0432.2	Y41D4B.5	negative
B0432.2	Y43B11AR.4	negative
B0432.2	Y45F10D.12	negative
B0432.2	Y46G5A.4	negative
B0432.2	Y48B6A.11	negative
B0432.2	Y48B6A.2	negative
B0432.2	Y48G8AL.8	negative
B0432.2	Y49E10.15	negative
B0432.2	Y54E2A.11	negative
B0432.2	Y54E2A.4	negative
B0432.2	Y54G9A.6	negative
B0432.2	Y56A3A.19	negative
B0432.2	Y57G11C.16	negative
B0432.2	Y62E10A.12	negative
B0432.2	Y71F9B.4	negative
B0432.2	Y71G12B.11	negative
B0432.2	Y71H10A.1	negative
B0432.2	Y71H2AM.23	negative
B0432.2	Y73B6BL.9	negative
B0432.2	Y75B8A.30	negative
B0432.2	Y87G2A.6	negative
B0432.2	ZC434.2	negative
B0432.2	ZC434.5	negative
B0432.2	ZK131.8	negative
B0432.2	ZK20.5	negative
B0432.2	ZK945.2	negative
B0464.1	C05G5.4	negative
B0464.1	C07G2.3	negative
B0464.1	C07H6.5	negative
B0464.1	C08H9.2	negative
B0464.1	C09B8.6	negative
B0464.1	C09H10.2	negative
B0464.1	C14A4.14	negative
B0464.1	C14B1.4	negative
B0464.1	C15H9.6	negative
B0464.1	C17G10.9	negative
B0464.1	C18A3.3	negative
B0464.1	C23G10.4	negative
B0464.1	C27A2.2	negative
B0464.1	C27D11.1	negative
B0464.1	C30C11.4	negative
B0464.1	C36B1.4	negative
B0464.1	C37A2.7	negative
B0464.1	C41D11.2	negative
