IDA	IDB	Class
B0025.1	Y47G6A.8	negative
B0025.1	Y48A6B.5	negative
B0025.1	Y48B6A.11	negative
B0025.1	Y48B6A.2	negative
B0025.1	Y48E1A.1	negative
B0025.1	Y48E1B.5	negative
B0025.1	Y48G1BM.1	negative
B0025.1	Y48G1C.12	negative
B0025.1	Y48G8AL.14	negative
B0025.1	Y48G8AL.6	negative
B0025.1	Y48G8AL.8	negative
B0025.1	Y48G9A.3	negative
B0025.1	Y49A3A.5	negative
B0025.1	Y49E10.1	negative
B0025.1	Y49E10.15	negative
B0025.1	Y49F6B.1	negative
B0025.1	Y50D7A.2	negative
B0025.1	Y50D7A.4	negative
B0025.1	Y50D7A.6	negative
B0025.1	Y50D7A.7	negative
B0025.1	Y50E8A.4	negative
B0025.1	Y51A2D.7	negative
B0025.1	Y51H1A.3	negative
B0025.1	Y51H1A.4	negative
B0025.1	Y51H4A.3	negative
B0025.1	Y51H7C.6	negative
B0025.1	Y52B11A.9	negative
B0025.1	Y53C12B.1	negative
B0025.1	Y53F4B.15	negative
B0025.1	Y53F4B.3	negative
B0025.1	Y53G8AL.2	negative
B0025.1	Y53G8AR.2	negative
B0025.1	Y54E10A.15	negative
B0025.1	Y54E10A.2	negative
B0025.1	Y54E10A.7	negative
B0025.1	Y54E10BL.5	negative
B0025.1	Y54E10BL.6	negative
B0025.1	Y54E10BR.6	negative
B0025.1	Y54E2A.11	negative
B0025.1	Y54E2A.4	negative
B0025.1	Y54E5B.3	negative
B0025.1	Y54F10AM.5	negative
B0025.1	Y54F10BM.14	negative
B0025.1	Y54G11A.10	negative
B0025.1	Y54G2A.31	negative
B0025.1	Y54G9A.3	negative
B0025.1	Y54G9A.6	negative
B0025.1	Y55B1AL.2	negative
B0025.1	Y55B1BR.4	negative
B0025.1	Y55F3AM.1	negative
B0025.1	Y55F3AM.15	negative
B0025.1	Y55F3AR.3	negative
B0025.1	Y55F3BL.1	negative
B0025.1	Y55F3BR.1	negative
B0025.1	Y56A3A.19	negative
B0025.1	Y56A3A.27	negative
B0025.1	Y56A3A.32	negative
B0025.1	Y57A10A.25	negative
B0025.1	Y57E12AL.5	negative
B0025.1	Y57G11C.12	negative
B0025.1	Y57G11C.16	negative
B0025.1	Y57G11C.34	negative
B0025.1	Y57G11C.4	negative
B0025.1	Y59A8A.1	negative
B0025.1	Y59A8B.14	negative
B0025.1	Y60A3A.12	negative
B0025.1	Y62E10A.12	negative
B0025.1	Y62E10A.2	negative
B0025.1	Y62F5A.1	negative
B0025.1	Y63D3A.7	negative
B0025.1	Y65B4A.3	negative
B0025.1	Y65B4A.6	negative
B0025.1	Y65B4BR.8	negative
B0025.1	Y66A7A.2	negative
B0025.1	Y66D12A.15	negative
B0025.1	Y66D12A.17	negative
B0025.1	Y66D12A.22	negative
B0025.1	Y66D12A.9	negative
B0025.1	Y66H1A.3	negative
B0025.1	Y67H2A.1	negative
B0025.1	Y67H2A.6	negative
B0025.1	Y69A2AR.18	negative
B0025.1	Y69A2AR.30	negative
B0025.1	Y69A2AR.6	negative
B0025.1	Y6D11A.2	negative
B0025.1	Y71A12B.1	negative
B0025.1	Y71A12B.4	negative
B0025.1	Y71D11A.2	negative
B0025.1	Y71F9AL.13	negative
B0025.1	Y71F9AL.16	negative
B0025.1	Y71F9AL.18	negative
B0025.1	Y71F9AM.4	negative
B0025.1	Y71F9B.16	negative
B0025.1	Y71F9B.4	negative
B0025.1	Y71G12B.1	negative
B0025.1	Y71G12B.14	negative
B0025.1	Y71H2AM.17	negative
B0025.1	Y71H2AM.19	negative
B0025.1	Y71H2B.10	negative
B0025.1	Y71H2B.6	negative
B0025.1	Y73B6A.5	negative
B0025.1	Y73B6BL.18	negative
B0025.1	Y73B6BL.19	negative
B0025.1	Y73B6BL.3	negative
B0025.1	Y73B6BL.30	negative
B0025.1	Y73B6BL.32	negative
B0025.1	Y73B6BL.33	negative
B0025.1	Y73E7A.4	negative
B0025.1	Y73F8A.24	negative
B0025.1	Y74C10AR.1	negative
B0025.1	Y75B8A.24	negative
B0025.1	Y75B8A.30	negative
B0025.1	Y75B8A.7	negative
B0025.1	Y76B12C.7	negative
B0025.1	Y77E11A.13	negative
B0025.1	Y82E9BR.15	negative
B0025.1	Y82E9BR.3	negative
B0025.1	Y87G2A.10	negative
B0025.1	Y92C3B.2	negative
B0025.1	Y92H12A.1	negative
B0025.1	Y92H12BR.8	negative
B0025.1	Y94H6A.8	negative
B0025.1	Y97E10AR.5	negative
B0025.1	Y97E10AR.7	negative
B0025.1	ZC155.7	negative
B0025.1	ZC168.3	negative
B0025.1	ZC168.4	negative
B0025.1	ZC262.8	negative
B0025.1	ZC302.1	negative
B0025.1	ZC376.6	negative
B0025.1	ZC434.2	negative
B0025.1	ZC434.5	negative
B0025.1	ZC434.6	negative
B0025.1	ZC434.8	negative
B0025.1	ZC477.9	negative
B0025.1	ZK1010.1	negative
B0025.1	ZK1058.2	negative
B0025.1	ZK1098.7	negative
B0025.1	ZK1127.11	negative
B0025.1	ZK1127.4	negative
B0025.1	ZK1128.4	negative
B0025.1	ZK1128.5	negative
B0025.1	ZK1128.8	negative
B0025.1	ZK131.7	negative
B0025.1	ZK131.8	negative
B0025.1	ZK1320.6	negative
B0025.1	ZK180.1	negative
B0025.1	ZK20.5	negative
B0025.1	ZK287.5	negative
B0025.1	ZK328.2	negative
B0025.1	ZK328.5	negative
B0025.1	ZK353.1	negative
B0025.1	ZK370.2	negative
B0025.1	ZK484.1	negative
B0025.1	ZK520.4	negative
B0025.1	ZK550.4	negative
B0025.1	ZK593.5	negative
B0025.1	ZK593.7	negative
B0025.1	ZK616.4	negative
B0025.1	ZK632.1	negative
B0025.1	ZK632.13	negative
B0025.1	ZK637.7	negative
B0025.1	ZK652.1	negative
B0025.1	ZK652.4	negative
B0025.1	ZK675.1	negative
B0025.1	ZK686.3	negative
B0025.1	ZK742.1	negative
B0025.1	ZK792.6	negative
B0025.1	ZK795.3	negative
B0025.1	ZK856.1	negative
B0025.1	ZK856.13	negative
B0025.1	ZK863.3	negative
B0025.1	ZK909.2	negative
B0025.1	ZK945.2	negative
B0025.1	ZK970.2	negative
B0025.1	ZK970.3	negative
B0025.1	ZK973.10	negative
B0025.2	B0025.4	negative
B0025.2	B0035.11	negative
B0025.2	B0035.4	negative
B0025.2	B0041.4	negative
B0025.2	B0205.11	negative
B0025.2	B0205.3	negative
B0025.2	B0205.7	negative
B0025.2	B0207.4	negative
B0025.2	B0250.1	negative
B0025.2	B0261.2	negative
B0025.2	B0261.4	negative
B0025.2	B0303.15	negative
B0025.2	B0334.8	negative
B0025.2	B0336.10	negative
B0025.2	B0348.6	negative
B0025.2	B0393.1	negative
B0025.2	B0412.4	negative
B0025.2	B0432.2	negative
B0025.2	B0464.1	negative
B0025.2	B0464.2	negative
B0025.2	B0464.5	negative
B0025.2	B0464.7	negative
B0025.2	B0464.9	negative
B0025.2	B0478.1	negative
B0025.2	B0511.10	negative
B0025.2	B0513.2	negative
B0025.2	B0564.1	negative
B0025.2	C01A2.4	negative
B0025.2	C01B7.4	negative
B0025.2	C01F1.1	negative
B0025.2	C01F6.8	negative
B0025.2	C01G8.9	negative
B0025.2	C02B10.2	negative
B0025.2	C02C6.1	negative
B0025.2	C02D4.2	negative
B0025.2	C02F4.1	negative
B0025.2	C02F4.2	negative
B0025.2	C02F5.9	negative
B0025.2	C03D6.5	negative
B0025.2	C03D6.8	negative
B0025.2	C03G5.1	negative
B0025.2	C04A11.4	negative
B0025.2	C04F12.4	negative
B0025.2	C04G2.6	negative
B0025.2	C04G6.3	negative
B0025.2	C04H5.6	negative
B0025.2	C05D11.10	negative
B0025.2	C05D11.2	negative
B0025.2	C05D11.9	negative
B0025.2	C05D9.1	negative
B0025.2	C06A1.5	negative
B0025.2	C06A8.2	negative
B0025.2	C06B8.8	negative
B0025.2	C06C3.1	negative
B0025.2	C06G3.10	negative
B0025.2	C06G3.11	negative
B0025.2	C07A12.4	negative
B0025.2	C07G1.5	negative
B0025.2	C07G2.3	negative
B0025.2	C07H6.1	negative
B0025.2	C07H6.4	negative
B0025.2	C07H6.5	negative
B0025.2	C08B11.3	negative
B0025.2	C08B11.5	negative
B0025.2	C08B11.6	negative
B0025.2	C08B6.9	negative
B0025.2	C08F8.1	negative
B0025.2	C08H9.2	negative
B0025.2	C09D4.5	negative
B0025.2	C09G12.8	negative
B0025.2	C09G12.9	negative
B0025.2	C09G4.3	negative
B0025.2	C09G4.5	negative
B0025.2	C09H10.3	negative
B0025.2	C10C5.6	negative
B0025.2	C10E2.3	negative
B0025.2	C10H11.8	negative
B0025.2	C11G6.1	negative
B0025.2	C11H1.4	negative
B0025.2	C12D8.10	negative
B0025.2	C14A4.10	negative
B0025.2	C14A4.14	negative
B0025.2	C14A4.2	negative
B0025.2	C14A4.4	negative
B0025.2	C14A4.5	negative
B0025.2	C14B1.4	negative
B0025.2	C14B9.7	negative
B0025.2	C14C10.4	negative
B0025.2	C14F5.5	negative
B0025.2	C15C6.4	negative
B0025.2	C15H11.3	negative
B0025.2	C15H11.7	negative
B0025.2	C15H9.6	negative
B0025.2	C16A3.5	negative
B0025.2	C16A3.8	negative
B0025.2	C16A3.9	negative
B0025.2	C16C10.4	negative
B0025.2	C16H3.2	negative
B0025.2	C17E4.6	negative
B0025.2	C17G10.9	negative
B0025.2	C18D11.4	negative
B0025.2	C18E3.6	negative
B0025.2	C23G10.3	negative
B0025.2	C23G10.4	negative
B0025.2	C23H3.3	negative
B0025.2	C23H3.4	negative
B0025.2	C24H11.5	negative
B0025.2	C24H11.9	negative
B0025.2	C25A1.11	negative
B0025.2	C25A1.13	negative
B0025.2	C25D7.6	negative
B0025.2	C25F6.2	negative
B0025.2	C25H3.9	negative
B0025.2	C26B2.6	negative
B0025.2	C26C6.1	negative
B0025.2	C26C6.5	negative
B0025.2	C26D10.2	negative
B0025.2	C26E6.4	negative
B0025.2	C26E6.6	negative
B0025.2	C26E6.8	negative
B0025.2	C26E6.9	negative
B0025.2	C26F1.9	negative
B0025.2	C27A12.10	negative
B0025.2	C27A2.2	negative
B0025.2	C27D11.1	negative
B0025.2	C27F2.5	negative
B0025.2	C27H5.3	negative
B0025.2	C27H6.2	negative
B0025.2	C28H8.9	negative
B0025.2	C29A12.3	negative
B0025.2	C29E4.2	negative
B0025.2	C29F9.7	negative
B0025.2	C30C11.1	negative
B0025.2	C30C11.2	negative
B0025.2	C30F8.4	negative
B0025.2	C32E8.2	negative
B0025.2	C32F10.2	negative
B0025.2	C33A12.1	negative
B0025.2	C33H5.12	negative
B0025.2	C33H5.7	negative
B0025.2	C33H5.9	negative
B0025.2	C34B2.4	negative
B0025.2	C34B2.8	negative
B0025.2	C34B7.4	negative
B0025.2	C34C12.3	negative
B0025.2	C34E10.5	negative
B0025.2	C34E10.6	negative
B0025.2	C35D10.16	negative
B0025.2	C36B1.3	negative
B0025.2	C36B1.4	negative
B0025.2	C36E8.1	negative
B0025.2	C36E8.4	negative
B0025.2	C37A2.4	negative
B0025.2	C37A2.7	negative
B0025.2	C37C3.8	negative
B0025.2	C37H5.8	negative
B0025.2	C38C10.5	negative
B0025.2	C39E9.13	negative
B0025.2	C39E9.14	negative
B0025.2	C41C4.8	negative
B0025.2	C41D11.2	negative
B0025.2	C41G7.1	negative
B0025.2	C41G7.5	negative
B0025.2	C42C1.14	negative
B0025.2	C43E11.10	negative
B0025.2	C43E11.11	negative
B0025.2	C43E11.8	negative
B0025.2	C44B11.3	negative
B0025.2	C44B7.1	negative
B0025.2	C44B7.2	negative
B0025.2	C44E4.4	negative
B0025.2	C44H4.5	negative
B0025.2	C45E1.1	negative
B0025.2	C46F11.4	negative
B0025.2	C47B2.4	negative
B0025.2	C47B2.5	negative
B0025.2	C47D12.1	negative
B0025.2	C47D12.8	negative
B0025.2	C47E8.5	negative
B0025.2	C47G2.5	negative
B0025.2	C48B6.2	negative
B0025.2	C48B6.6	negative
B0025.2	C49H3.11	negative
B0025.2	C50B6.2	negative
B0025.2	C50B8.3	negative
B0025.2	C50C3.6	negative
B0025.2	C50D2.5	negative
B0025.2	C50F4.11	negative
B0025.2	C50F7.4	negative
B0025.2	C52A11.4	negative
B0025.2	C52E4.3	negative
B0025.2	C52E4.4	negative
B0025.2	C53A5.3	negative
B0025.2	C53H9.1	negative
B0025.2	C54D1.5	negative
B0025.2	C54G10.2	negative
B0025.2	C54H2.3	negative
B0025.2	C55A6.9	negative
B0025.2	C55B7.5	negative
B0025.2	C55B7.9	negative
B0025.2	C56C10.3	negative
B0025.2	C56G7.1	negative
B0025.2	CD4.3	negative
B0025.2	CD4.4	negative
B0025.2	CD4.6	negative
B0025.2	CD4.7	negative
B0025.2	D1007.12	negative
B0025.2	D1007.16	negative
B0025.2	D1007.6	negative
B0025.2	D1014.8	negative
B0025.2	D1043.1	negative
B0025.2	D1046.1	negative
B0025.2	D1054.15	negative
B0025.2	D1054.2	negative
B0025.2	D1081.8	negative
B0025.2	D2007.4	negative
B0025.2	D2013.5	negative
B0025.2	D2013.7	negative
B0025.2	D2013.8	negative
B0025.2	D2021.1	negative
B0025.2	D2024.6	negative
B0025.2	D2030.2	negative
B0025.2	D2030.4	negative
B0025.2	D2045.6	negative
B0025.2	D2085.6	negative
B0025.2	D2089.4	negative
B0025.2	D2092.2	negative
B0025.2	DY3.2	negative
B0025.2	E01A2.2	negative
B0025.2	E01H11.1	negative
B0025.2	E02A10.1	negative
B0025.2	E02H1.8	negative
B0025.2	E04A4.5	negative
B0025.2	E04A4.8	negative
B0025.2	EEED8.7	negative
B0025.2	EEED8.9	negative
B0025.2	F01F1.1	negative
B0025.2	F01F1.7	negative
B0025.2	F01F1.8	negative
B0025.2	F01G4.1	negative
B0025.2	F01G4.3	negative
B0025.2	F02D8.3	negative
B0025.2	F02E8.1	negative
B0025.2	F02E8.5	negative
B0025.2	F02E9.4	negative
B0025.2	F07A11.6	negative
B0025.2	F07D10.1	negative
B0025.2	F08B4.1	negative
B0025.2	F08B4.5	negative
B0025.2	F09C3.1	negative
B0025.2	F09E5.1	negative
B0025.2	F09E5.5	negative
B0025.2	F09E8.3	negative
B0025.2	F09G2.4	negative
B0025.2	F09G8.3	negative
B0025.2	F10B5.1	negative
B0025.2	F10B5.6	negative
B0025.2	F10B5.8	negative
B0025.2	F10C2.4	negative
B0025.2	F10C5.1	negative
B0025.2	F10E7.7	negative
B0025.2	F10E9.5	negative
B0025.2	F10G7.2	negative
B0025.2	F10G7.8	negative
B0025.2	F10G8.7	negative
B0025.2	F10G8.8	negative
B0025.2	F11A10.8	negative
B0025.2	F11A6.1	negative
B0025.2	F11C7.4	negative
B0025.2	F11H8.1	negative
B0025.2	F12F6.7	negative
B0025.2	F13B10.2	negative
B0025.2	F13B9.1	negative
B0025.2	F13B9.8	negative
B0025.2	F13D12.7	negative
B0025.2	F13G3.11	negative
B0025.2	F14B4.3	negative
B0025.2	F14E5.2	negative
B0025.2	F14F3.2	negative
B0025.2	F15C11.2	negative
B0025.2	F15D3.7	negative
B0025.2	F17C11.7	negative
B0025.2	F17C11.8	negative
B0025.2	F17C11.9	negative
B0025.2	F17E5.1	negative
B0025.2	F18A1.5	negative
B0025.2	F18C12.1	negative
B0025.2	F18C5.2	negative
B0025.2	F18E2.3	negative
B0025.2	F19B6.2	negative
B0025.2	F19F10.12	negative
B0025.2	F20C5.2	negative
B0025.2	F20D12.4	negative
B0025.2	F21C3.5	negative
B0025.2	F21D5.5	negative
B0025.2	F21D5.8	negative
B0025.2	F21H12.1	negative
B0025.2	F22B5.2	negative
B0025.2	F22B5.7	negative
B0025.2	F22D3.6	negative
B0025.2	F22D6.4	negative
B0025.2	F23B12.6	negative
B0025.2	F23B12.8	negative
B0025.2	F23B2.13	negative
B0025.2	F23B2.6	negative
B0025.2	F23C8.6	negative
B0025.2	F23F1.5	negative
B0025.2	F23F1.8	negative
B0025.2	F23F12.6	negative
B0025.2	F23H11.3	negative
B0025.2	F23H12.2	negative
B0025.2	F25B5.7	negative
B0025.2	F25D7.1	negative
B0025.2	F25G6.2	negative
B0025.2	F25H2.10	negative
B0025.2	F25H2.9	negative
B0025.2	F25H5.6	negative
B0025.2	F26A3.2	negative
B0025.2	F26B1.2	negative
B0025.2	F26D10.3	negative
B0025.2	F26D11.11	negative
B0025.2	F26E4.1	negative
B0025.2	F26E4.10	negative
B0025.2	F26E4.11	negative
B0025.2	F26F12.7	negative
B0025.2	F26F4.10	negative
B0025.2	F26F4.11	negative
B0025.2	F26H11.2	negative
B0025.2	F26H9.6	negative
B0025.2	F27C1.7	negative
B0025.2	F27C8.1	negative
B0025.2	F28A10.6	negative
B0025.2	F28B3.7	negative
B0025.2	F28B3.8	negative
B0025.2	F28C6.3	negative
B0025.2	F28C6.6	negative
B0025.2	F28C6.7	negative
B0025.2	F28D1.10	negative
B0025.2	F28D1.7	negative
B0025.2	F28D9.1	negative
B0025.2	F28F5.3	negative
B0025.2	F28F8.3	negative
B0025.2	F28F9.1	negative
B0025.2	F29B9.10	negative
B0025.2	F29C12.3	negative
B0025.2	F29D10.4	negative
B0025.2	F29F11.6	negative
B0025.2	F29G9.3	negative
B0025.2	F29G9.5	negative
B0025.2	F30F8.8	negative
B0025.2	F31C3.5	negative
B0025.2	F31D4.1	negative
B0025.2	F31E3.3	negative
B0025.2	F31E8.3	negative
B0025.2	F32A11.2	negative
B0025.2	F32A5.7	negative
B0025.2	F32D1.10	negative
B0025.2	F32H2.2	negative
B0025.2	F32H2.4	negative
B0025.2	F33C8.3	negative
B0025.2	F33D11.9	negative
B0025.2	F33D4.1	negative
B0025.2	F33D4.2	negative
B0025.2	F33D4.5	negative
B0025.2	F33D4.8	negative
B0025.2	F33H2.5	negative
B0025.2	F35F11.1	negative
B0025.2	F35G12.12	negative
B0025.2	F35G12.8	negative
B0025.2	F35G2.4	negative
B0025.2	F35H12.3	negative
B0025.2	F36A2.13	negative
B0025.2	F36A2.6	negative
B0025.2	F36F2.4	negative
B0025.2	F36F2.6	negative
B0025.2	F37A4.2	negative
B0025.2	F37A4.8	negative
B0025.2	F37C12.11	negative
B0025.2	F37C12.13	negative
B0025.2	F37C12.4	negative
B0025.2	F37C12.9	negative
B0025.2	F37D6.1	negative
B0025.2	F37E3.1	negative
B0025.2	F38B7.1	negative
B0025.2	F38H4.9	negative
B0025.2	F39B2.2	negative
B0025.2	F39B2.4	negative
B0025.2	F39B2.6	negative
B0025.2	F39G3.7	negative
B0025.2	F39H11.3	negative
B0025.2	F39H11.5	negative
B0025.2	F40F11.1	negative
B0025.2	F40F8.10	negative
B0025.2	F40F8.9	negative
B0025.2	F40G9.17	negative
B0025.2	F41C3.5	negative
B0025.2	F41E6.9	negative
B0025.2	F41H10.6	negative
B0025.2	F42C5.8	negative
B0025.2	F42G10.2	negative
B0025.2	F43C1.2	negative
B0025.2	F43C1.6	negative
B0025.2	F43E2.2	negative
B0025.2	F43G9.5	negative
B0025.2	F43G9.6	negative
B0025.2	F43H9.2	negative
B0025.2	F44B9.4	negative
B0025.2	F44B9.8	negative
B0025.2	F44G4.4	negative
B0025.2	F44G4.8	negative
B0025.2	F45D3.5	negative
B0025.2	F45E1.6	negative
B0025.2	F45E12.2	negative
B0025.2	F45G2.3	negative
B0025.2	F45H11.2	negative
B0025.2	F46A9.5	negative
B0025.2	F46B6.3	negative
B0025.2	F46B6.6	negative
B0025.2	F47A4.2	negative
B0025.2	F47B10.1	negative
B0025.2	F47D12.4	negative
B0025.2	F48D6.1	negative
B0025.2	F48E8.5	negative
B0025.2	F48E8.7	negative
B0025.2	F48F7.1	negative
B0025.2	F49C12.8	negative
B0025.2	F52B10.1	negative
B0025.2	F52B5.6	negative
B0025.2	F52C12.1	negative
B0025.2	F52D10.3	negative
B0025.2	F52E4.7	negative
B0025.2	F52F12.3	negative
B0025.2	F53A3.2	negative
B0025.2	F53A3.3	negative
B0025.2	F53F4.10	negative
B0025.2	F53G12.10	negative
B0025.2	F53G2.7	negative
B0025.2	F53H1.1	negative
B0025.2	F53H8.1	negative
B0025.2	F54A3.3	negative
B0025.2	F54A5.3	negative
B0025.2	F54C4.1	negative
B0025.2	F54C4.2	negative
B0025.2	F54C9.5	negative
B0025.2	F54D5.11	negative
B0025.2	F54E7.2	negative
B0025.2	F54E7.3	negative
B0025.2	F54E7.7	negative
B0025.2	F54F2.1	negative
B0025.2	F54G8.3	negative
B0025.2	F55A11.3	negative
B0025.2	F55A3.3	negative
B0025.2	F55B12.3	negative
B0025.2	F55C10.1	negative
B0025.2	F56A11.1	negative
B0025.2	F56A8.7	negative
B0025.2	F56B3.4	negative
B0025.2	F56B3.8	negative
B0025.2	F56C9.1	negative
B0025.2	F56D1.3	negative
B0025.2	F56D2.6	negative
B0025.2	F56E10.4	negative
B0025.2	F56F3.5	negative
B0025.2	F56H1.4	negative
B0025.2	F57B10.10	negative
B0025.2	F57B9.10	negative
B0025.2	F58A3.1	negative
B0025.2	F58A4.4	negative
B0025.2	F58A4.8	negative
B0025.2	F58A4.9	negative
B0025.2	F58B3.5	negative
B0025.2	F58B3.7	negative
B0025.2	F58D5.1	negative
B0025.2	F58E10.3	negative
B0025.2	F58F12.1	negative
B0025.2	F58F6.4	negative
B0025.2	F58G11.5	negative
B0025.2	F59A2.3	negative
B0025.2	F59A3.3	negative
B0025.2	F59C6.4	negative
B0025.2	F59C6.5	negative
B0025.2	F59E10.1	negative
B0025.2	F59G1.3	negative
B0025.2	H06I04.4	negative
B0025.2	H06O01.1	negative
B0025.2	H12C20.2	negative
B0025.2	H14E04.5	negative
B0025.2	H19N07.1	negative
B0025.2	H20J04.2	negative
B0025.2	H20J04.5	negative
B0025.2	H22K11.4	negative
B0025.2	H25P06.2	negative
B0025.2	H26D21.1	negative
B0025.2	H26D21.2	negative
B0025.2	H27M09.2	negative
B0025.2	H28O16.1	negative
B0025.2	H28O16.2	negative
B0025.2	H38K22.1	negative
B0025.2	JC8.3	negative
B0025.2	K01A2.1	negative
B0025.2	K01C8.10	negative
B0025.2	K01C8.6	negative
B0025.2	K01G5.4	negative
B0025.2	K02B12.1	negative
B0025.2	K02B2.5	negative
B0025.2	K02D10.5	negative
B0025.2	K02F2.3	negative
B0025.2	K02F3.11	negative
B0025.2	K03A1.1	negative
B0025.2	K03D10.3	negative
B0025.2	K03H1.2	negative
B0025.2	K04A8.6	negative
B0025.2	K04C2.4	negative
B0025.2	K04G2.1	negative
B0025.2	K04G7.10	negative
B0025.2	K04G7.3	negative
B0025.2	K04G7.4	negative
B0025.2	K05C4.6	negative
B0025.2	K06H7.6	negative
B0025.2	K07A1.12	negative
B0025.2	K07A12.3	negative
B0025.2	K07C11.9	negative
B0025.2	K07C5.1	negative
B0025.2	K07D4.3	negative
B0025.2	K07E3.8	negative
B0025.2	K07G5.2	negative
B0025.2	K08A8.3	negative
B0025.2	K08B4.1	negative
B0025.2	K08C7.3	negative
B0025.2	K08D10.4	negative
B0025.2	K08D12.1	negative
B0025.2	K08E3.6	negative
B0025.2	K08E3.7	negative
B0025.2	K08E4.1	negative
B0025.2	K08F11.3	negative
B0025.2	K08F4.1	negative
B0025.2	K08F8.6	negative
B0025.2	K08H2.6	negative
B0025.2	K09A9.4	negative
B0025.2	K09H9.2	negative
B0025.2	K10B2.1	negative
B0025.2	K10B3.10	negative
B0025.2	K10B3.8	negative
B0025.2	K10C8.1	negative
B0025.2	K10D2.1	negative
B0025.2	K11D12.2	negative
B0025.2	K11D2.3	negative
B0025.2	K11E4.4	negative
B0025.2	K11H12.2	negative
B0025.2	K12C11.2	negative
B0025.2	K12D12.1	negative
B0025.2	K12H4.8	negative
B0025.2	M01B12.3	negative
B0025.2	M01D7.7	negative
B0025.2	M01E5.5	negative
B0025.2	M01F1.2	negative
B0025.2	M03C11.4	negative
B0025.2	M03D4.1	negative
B0025.2	M04B2.3	negative
B0025.2	M106.1	negative
B0025.2	M106.5	negative
B0025.2	M79.1	negative
B0025.2	M88.2	negative
B0025.2	MTCE.11	negative
B0025.2	MTCE.12	negative
B0025.2	MTCE.25	negative
B0025.2	MTCE.31	negative
B0025.2	MTCE.35	negative
B0025.2	R01H10.1	negative
B0025.2	R01H2.6	negative
B0025.2	R02D3.2	negative
B0025.2	R02D3.3	negative
B0025.2	R02D3.5	negative
B0025.2	R02E12.2	negative
B0025.2	R06A4.7	negative
B0025.2	R06C7.7	negative
B0025.2	R06F6.2	negative
B0025.2	R07B5.9	negative
B0025.2	R07E5.14	negative
B0025.2	R07E5.3	negative
B0025.2	R07E5.8	negative
B0025.2	R07G3.1	negative
B0025.2	R08C7.3	negative
B0025.2	R08D7.3	negative
B0025.2	R09B3.1	negative
B0025.2	R10A10.2	negative
B0025.2	R10E11.1	negative
B0025.2	R10E4.4	negative
B0025.2	R119.4	negative
B0025.2	R119.6	negative
B0025.2	R11A5.1	negative
B0025.2	R11A8.4	negative
B0025.2	R11A8.6	negative
B0025.2	R11D1.8	negative
B0025.2	R11D1.9	negative
B0025.2	R11H6.5	negative
B0025.2	R12B2.1	negative
B0025.2	R12B2.5	negative
B0025.2	R12E2.12	negative
B0025.2	R12E2.3	negative
B0025.2	R13A5.8	negative
B0025.2	R144.2	negative
B0025.2	R144.4	negative
B0025.2	R144.9	negative
B0025.2	R151.3	negative
B0025.2	R151.6	negative
B0025.2	R151.7	negative
B0025.2	R151.9	negative
B0025.2	R166.5	negative
B0025.2	R53.6	negative
B0025.2	R74.1	negative
B0025.2	T01C3.10	negative
B0025.2	T01C3.6	negative
B0025.2	T01E8.3	negative
B0025.2	T01E8.6	negative
B0025.2	T01G9.4	negative
B0025.2	T01G9.6	negative
B0025.2	T02C12.3	negative
B0025.2	T02C5.5	negative
B0025.2	T02G5.9	negative
B0025.2	T02H6.2	negative
B0025.2	T03D8.2	negative
B0025.2	T04A8.11	negative
B0025.2	T04A8.14	negative
B0025.2	T04C10.2	negative
B0025.2	T04C12.5	negative
B0025.2	T04H1.4	negative
B0025.2	T05A6.2	negative
B0025.2	T05C12.7	negative
B0025.2	T05E11.1	negative
B0025.2	T05E11.6	negative
B0025.2	T05F1.3	negative
B0025.2	T05F1.6	negative
B0025.2	T05G5.3	negative
B0025.2	T05H4.6	negative
B0025.2	T06D8.8	negative
B0025.2	T06G6.9	negative
B0025.2	T07A9.11	negative
B0025.2	T07C12.12	negative
B0025.2	T07D1.2	negative
B0025.2	T07D4.3	negative
B0025.2	T08A11.2	negative
B0025.2	T08B2.8	negative
B0025.2	T08G5.5	negative
B0025.2	T09A5.11	negative
B0025.2	T09A5.6	negative
B0025.2	T09B4.10	negative
B0025.2	T09B4.9	negative
B0025.2	T10B5.5	negative
B0025.2	T10C6.5	negative
B0025.2	T10E9.7	negative
B0025.2	T10F2.4	negative
B0025.2	T10G3.5	negative
B0025.2	T10G3.6	negative
B0025.2	T10H9.4	negative
B0025.2	T12A2.2	negative
B0025.2	T12A2.7	negative
B0025.2	T12D8.1	negative
B0025.2	T12D8.8	negative
B0025.2	T12E12.4	negative
B0025.2	T12G3.5	negative
B0025.2	T13F2.2	negative
B0025.2	T13F2.3	negative
B0025.2	T13F2.8	negative
B0025.2	T13H5.4	negative
B0025.2	T13H5.5	negative
B0025.2	T14B4.2	negative
B0025.2	T14G10.7	negative
B0025.2	T14G8.1	negative
B0025.2	T16G1.11	negative
B0025.2	T16G12.6	negative
B0025.2	T16H12.4	negative
B0025.2	T16H12.5	negative
B0025.2	T18H9.7	negative
B0025.2	T19B10.11	negative
B0025.2	T19B10.3	negative
B0025.2	T20B12.2	negative
B0025.2	T20B12.8	negative
B0025.2	T20B5.1	negative
B0025.2	T20D3.7	negative
B0025.2	T20D3.8	negative
B0025.2	T20F5.2	negative
B0025.2	T20G5.1	negative
B0025.2	T20G5.10	negative
