UniProt Acc	Sequence Name (Gene)
Q18165	C25F6.2
Q7Z124	C25F6.2
Q17535	C39E9.14
Q95NT3	C39E9.14
O01700	F33E2.2
O01700	F33E2.2
O01700	F33E2.2
O01700	F33E2.2
D6VPA3	F33E2.2
Q20371	F43G6.1
Q9U3F2	F43G6.1
Q23542	ZK593.5
ZK593.5b	ZK593.5
ZK593.5c	ZK593.5
Q09248	C28H8.12
Q17438	B0035.14
Q17433	B0035.2
Q93171	C01G10.12
P91014	C01G8.4
Q09446	C04A2.7
Q09446	C04A2.7
Q09446	C04A2.7
Q8MQF1	C04A2.7
P91189	C55B6.2
Q95QQ1	C56C10.13
B2MZA7	C56C10.13
P91243	F11G11.7
Q8TA83	F22B7.5
Q8TA83	F22B7.5
Q94216	F38A5.13
O45502	F39B2.10
Q20774	F54D5.8
Q21162	K02G10.8
Q21324	K08D10.2
Q22028	R74.4
C1P627	R74.4
O62360	T03F6.2
Q22138	T04A8.9
O16303	T05C3.5
Q8MPX3	T15H9.7
Q8MPX3	T15H9.7
P91454	T19B4.4
O17002	T23B12.7
Q22751	T24H10.3
Q9TY07	W03A5.7
O62397	W07A8.3
D7SFQ5	W07A8.3
D7SFQ6	W07A8.3
Q9U2L4	Y39C12A.8
Q9XWE1	Y47H9C.5
Q25AR9	Y47H9C.5
Q9N3E0	Y54E10BL.4
Q9U1W0	Y63D3A.6
Q9U1V9	Y63D3A.6
Q95Y44	Y71F9B.16
O62217	F33H2.1
Q10660	F54C1.2
Q17868	C09G4.3
Q86ME6	F15A8.5
Q86ME5	F15A8.5
Q86ME4	F15A8.5
Q86ME3	F15A8.5
P90927	K09G1.4
Q7JL11	K09G1.4
Q7JKY3	T23F1.7
Q7JKY3	T23F1.7
D6R8X0	T23F1.7
Q18253	C27C12.7
O44987	K02F2.1
Q965K3	K02F2.1
Q19086	F01F1.5
Q9TYX1	R11E3.8
P34422	F44B9.1
P34422	F44B9.1
P34422	F44B9.1
Q9TYX2	R11E3.7
Q8MXE4	R11E3.7
Q22703	T23G7.1
Q9XVK1	R10D12.2
Q9TXR6	M01E10.2
P35799	T14B4.6
Q19079	EGAP7.1
O62432	Y41E3.2
P91285	F27C1.8
Q94185	F16F9.2
P34688	F46C8.6
Q18345	C31H2.2
O16787	T21D12.2
P35800	T14B4.7
P35800	T14B4.7
Q9UAV4	F46E10.9
P17657	F30B5.1
Q9N5K5	H27M09.4
Q20778	F54D8.1
Q10576	Y47D3B.10
P34413	F22B7.10
P34807	T22B3.1
Q9GRZ3	Y59A8B.1
Q20497	F47A4.2
P35603	R160.1
P35603	R160.1
Q17373	C25G4.5
P48996	R13G10.1
Q9U2M1	Y39A1B.3
Q10661	ZK863.6
Q94251	K04A8.6
O44165	F15B10.2
O45550	F53A2.5
Q9U4L0	T12E12.4
Q8WQC9	T12E12.4
Q03577	B0464.1
P90831	F10C2.6
Q93246	C18B12.3
O45104	K02D7.4
B7WN58	C34F11.9
B1Q240	C34F11.9
B7WN57	C34F11.9
Q18239	C27A2.6
O45201	W09G12.4
O45203	W09G12.1
Q95Y10	Y41D4B.10
Q93519	F16B12.2
Q20971	F58B3.8
O45602	H02I12.4
Q7YXD2	F15B9.9
Q8IU19	F38B7.5
O76364	F29C4.5
Q9U2Z6	Y106G6H.12
Q19790	F25H8.5
Q7JLY2	F25H8.5
Q95ZV0	F25H8.5
Q7JLY3	F25H8.5
D3YT33	F25H8.5
D3YT34	F25H8.5
Q9Y048	F47G6.1
Q8STF6	C33G3.1
Q8STF6	C33G3.1
Q8I7G4	F54C1.5
Q8I7G4	F54C1.5
Q2PP60	ZK520.3
Q067X0	ZK520.3
O44450	C04C3.5
Q6I6D5	C04C3.5
Q6I6D4	C04C3.5
P90932	M04C9.5
B3WFY8	M04C9.5
Q0G838	F46F6.4
Q20474	F46F6.4
Q1KYP4	F46F6.4
Q1KYM4	F46F6.4
Q09276	C43C3.3
Q17595	C02H7.1
Q95QT8	C27H5.7
Q8MQB6	C27H5.7
P39055	C02C6.1
P39055	C02C6.1
Q9TW65	F15D3.1
Q9TW65	F15D3.1
Q7JMA6	T11B7.4
Q9TW26	T11B7.4
Q7JMA7	T11B7.4
Q17878	T11B7.4
Q2XN05	T11B7.4
Q9U298	Y48B6A.4
Q18965	D2013.5
P34644	ZK512.6
Q27295	F13G3.8
P90735	B0365.3
O17589	C16C2.2
Q8T3F0	C16C2.2
Q86DB4	Y105E8A.7
Q6EUT2	Y105E8A.7
Q9NL29	H30A04.1
Q9NL29	H30A04.1
P54688	K02A4.1
O17612	C29F3.1
Q20184	F38H4.8
D1MN80	F38H4.8
Q20376	F43H9.1
Q09603	R06F6.9
O45106	F56B3.5
P34559	T05G5.6
Q9NEZ8	Y105E8A.4
O17761	F01G10.2
O17762	F01G10.3
Q18215	C26D10.5
Q8T6A8	C26D10.5
Q8MQB7	C26D10.5
Q8I128	C26D10.5
O01991	F42A10.4
O01991	F42A10.4
Q9XX87	Y102A5C.18
Q9U289	Y48C3A.17
A5HWA6	Y48C3A.17
A5HWA7	Y48C3A.17
A5HWA8	Y48C3A.17
Q9U3M2	C43F9.8
Q19475	F15A2.5
O44516	F56A11.3
Q23463	ZK328.2
P29691	F25H5.4
P53013	F31E3.5
P53013	R03G5.1
Q86NF4	R03G5.1
Q86NF3	R03G5.1
Q86NF5	R03G5.1
O61667	F23B12.9
O44164	F16B3.1
Q10575	C51E3.7
Q18772	C51E3.7
O76360	F55A8.2
O76360	F55A8.2
O76360	F55A8.2
O76360	F55A8.2
O76360	F55A8.2
O76360	F55A8.2
P17486	C08C3.1
P17486	C08C3.1
P17486	C08C3.1
Q18659	C46F4.1
B8ZZ05	C46F4.1
Q95X30	B0348.4
Q95X29	B0348.4
Q6EZG7	B0348.4
O45918	F22E12.4
Q8MM35	F22E12.4
Q56W01	F22E12.4
Q565A4	F22E12.4
Q18LB6	F22E12.4
P49809	F28C1.2
Q23045	T22B7.1
Q86G49	T22B7.1
Q4PIT4	T22B7.1
Q4PIT3	T22B7.1
Q10656	F58A3.2
Q10656	F58A3.2
Q10656	F58A3.2
Q10656	F58A3.2
Q10656	F58A3.2
Q9Y042	F38G1.2
Q9BIM5	F55A8.1
Q18698	C48A7.1
Q8MQA1	C48A7.1
Q9TVJ1	W08D2.1
O17754	F01D4.4
Q9XXF6	Y37A1B.11
C0Z3L1	Y37A1B.11
P91082	C23H3.1
Q09228	C04A2.3
Q09228	C04A2.3
Q09228	C04A2.3
Q17386	M01D7.7
Q8T3G5	M01D7.7
O62350	R07A4.1
Q17627	C04G2.7
Q22024	R53.3
Q7JM79	R53.3
D7SFJ5	F28B12.2
D7SFJ6	F28B12.2
D7SFJ7	F28B12.2
D7SFJ9	F28B12.2
D7SFJ8	F28B12.2
P34339	C27D11.1
Q23011	K11G9.4
Q6QNE9	C50H2.2
Q18760	C50H2.2
Q93593	F26A3.3
A0AAB9	Y53H1C.2
Q9NA90	Y53H1C.2
Q65XX7	ZK616.10
Q9N4M6	ZK616.10
Q65XX6	ZK616.10
Q9BIF4	ZK1248.3
D9N122	ZK1248.3
Q9XWI6	Y54E2A.11
Q7K785	Y54E2A.11
O02328	T23D8.4
P30642	R08D7.3
O61820	B0511.10
Q18967	D2013.7
Q19706	F22B5.2
O01974	C41D11.2
Q965S8	Y74C10AR.1
Q9XUP3	T16G1.11
O62106	C47B2.5
Q9XWU4	Y41C4A.10
Q9BKS1	Y82E9BR.15
Q23153	W03H1.2
Q20901	F56H11.4
Q9XVQ9	F11E6.5
Q03574	C40H1.4
Q20300	F41H10.7
Q20303	F41H10.8
Q20904	F56H11.3
D3KFU0	F56H11.3
Q8T3A8	Y47D3A.30
Q9NAC6	Y53F4B.2
O45487	F38A6.2
C4ALD8	F38A6.2
Q3S1J8	W09C2.1
P28515	W09C2.1
Q10655	C33D3.1
Q21128	K02B9.4
B7WN96	K02B9.4
Q8MQA7	C39B10.6
D0VWN0	C39B10.6
Q9TXV3	F52C12.5
Q9U1Q7	Y80D3A.2
D8FRP8	Y80D3A.2
D8FRP9	Y80D3A.2
P34703	T04A8.14
Q09590	K10D2.6
P17139	K04H4.1
P17139	K04H4.1
Q09536	F10B5.6
P34441	F54C8.3
Q19967	F32D8.6
O01971	M01D7.6
O44353	F58E10.2
Q9XUW7	F58E10.5
Q23599	ZK809.4
Q9TYX3	R11E3.6
Q8MM36	C44H4.7
Q93378	C44H4.7
P91904	K08C7.3
Q21313	K08C7.3
C1P640	K08C7.3
C1P641	K08C7.3
Q9BI72	T04C10.2
Q9BI71	T04C10.2
O18250	Y57G11C.24
Q7YTG1	Y57G11C.24
Q7YTG2	Y57G11C.24
Q6IZD5	Y57G11C.24
Q6IZD4	Y57G11C.24
P48583	F09B9.3
O44406	T07A9.5
O44406	T07A9.5
P91015	C01G8.5
P91016	C01G8.5
Q7YTU4	Y105E8B.8
Q7YTU4	Y105E8B.8
B7FAS8	Y105E8B.8
Q20005	F35A5.8
Q8WT52	F35A5.8
O62431	Y41E3.4
D3YT95	Y41E3.4
D3YT96	Y41E3.4
Q23315	ZC434.5
O44413	T07A9.2
Q17385	T01D1.2
A8DYR9	T01D1.2
Q86NC4	T01D1.2
A8DYS3	T01D1.2
A8DYS1	T01D1.2
A8DYS0	T01D1.2
A7KQE9	T01D1.2
O16367	F29G9.4
Q4KTU6	F29G9.4
Q9XTF6	H38K22.1
Q19705	F22B5.1
Q8WQA4	Y105E8A.22
Q18372	C33D9.1
Q968Z5	C33D9.1
Q20084	F35H8.5
O45405	F26H11.5
O45711	R09B3.1
Q564V5	R09B3.1
Q9TZI5	H35N03.1
P91256	F12F3.1
Q5WRQ6	F12F3.1
Q5WRQ7	F12F3.1
Q5WRQ8	F12F3.1
O17670	C49A1.4
Q564S5	C49A1.4
P34382	F02A9.2
P34383	F02A9.3
Q19478	F15B9.1
Q19477	F15B9.2
Q19480	F15B9.3
B5U8N0	F15B9.3
Q9XUB7	W02A2.2
Q9TZ51	K01A2.2
Q86S19	K01A2.2
Q21152	K02F3.3
Q9NEQ0	Y67H2A.8
Q9XUB8	W02A2.1
Q23221	W08D2.4
Q9XTB7	T13F2.1
D5MCT8	T13F2.1
O45892	W06D12.3
O01708	VZK822L.1
D3YT93	VZK822L.1
D3YT94	VZK822L.1
O16918	F10D2.9
P90892	F56E3.4
Q9N5M6	H12I13.4
Q09312	F21H12.5
O77469	F56H11.1
O77469	F56H11.1
O77469	F56H11.1
Q9N2M2	K07A3.1
Q9XVE5	C04F12.10
Q86GD1	F48F5.5
Q9BKZ9	Y54F10AM.2
Q8IA97	Y54F10AM.2
Q8IA96	Y54F10AM.2
P17221	F35D6.1
P17221	F35D6.1
P49594	T19C3.8
P34691	C01F6.4
Q17388	F43G9.6
B2D6N9	F43G9.6
Q22053	T01C3.7
Q20291	F41G3.4
Q19383	F13B9.8
Q6AHP8	F13B9.8
Q20107	F36H1.1
Q9U2Q8	Y18D10A.19
O16309	C05C8.3
Q23338	ZC455.10
P91180	C50F2.6
Q95Q60	C50F2.6
O45418	F31D4.3
O61826	B0511.1
Q8I4E5	Y18D10A.25
Q22510	T14G12.4
Q95QA9	T14G12.4
O17618	C29F7.4
O17617	C29F7.5
Q19802	F26A1.2
Q10924	B0286.5
Q86MF0	F26D12.1
Q86ME9	F26D12.1
Q86ME8	F26D12.1
Q86ME7	F26D12.1
Q9TZK1	F40H3.4
Q21187	K03C7.2
Q7Z136	K03C7.2
Q2L6X6	K03C7.2
O17593	C25A1.2
P34268	B0523.5
P41855	F23B2.5
P41855	F23B2.5
P41855	F23B2.5
Q23213	W07E11.3
O61465	W07E11.3
Q23212	W07E11.2
Q09480	C18D1.3
O61466	C03G5.7
Q19165	F07D3.2
Q20598	F49E10.3
Q19940	F31F6.4
Q8WQF5	F31F6.4
Q18502	C36H8.3
Q22242	T06C10.4
Q21156	K02G10.4
Q21156	K02G10.4
Q21156	K02G10.4
Q17668	C05E11.8
A5HU94	C05E11.8
O44185	F33D4.3
Q9XWV7	Y37D8A.15
O46023	ZK525.1
Q7YX32	F15D4.8
A3QM96	C52D10.11
Q9N4V0	Y48D7A.2
Q9XVX1	M79.4
Q95QP2	E01H11.3
Q18234	C26F1.10
Q19115	F02D10.5
Q21013	F58H1.4
Q9NLA1	F09B12.6
Q23590	ZK783.4
Q19482	F15B9.7
Q21311	K08C7.2
Q21310	K08C7.5
Q9NAI6	Y39A1A.19
Q20730	F53F4.5
Q9N5L1	H24K24.5
Q95XX9	Y54E10A.4
Q9GNI9	Y54E10A.4
Q9U2X8	Y113G7B.5
Q2YS43	Y113G7B.5
Q9XTH6	C03C11.2
Q10572	T07D1.4
Q9U2Y8	Y113G7A.8
Q9TY03	F59G1.7
Q22146	T04B2.2
D3YT25	T04B2.2
O18673	ZK270.2
Q9XV97	ZK270.2
Q9TVI9	ZK270.2
Q7YSV5	ZK270.2
Q9GP93	T04C9.6
Q304D7	T04C9.6
O17905	H05G16.1
P91092	C24A11.8
Q95Q79	C24A11.8
C7FZS9	C24A11.8
Q33BL4	Y38C1AB.8
Q9XXK4	C51F7.1
Q8MXE9	H09G03.2
Q8MXF0	H09G03.2
Q8ITW4	H09G03.2
C6KRI1	F31B12.3
C6KRI2	F31B12.3
C6KRI3	F31B12.3
C6KRI4	F31B12.3
C6KRI5	F31B12.3
C6KRI0	F31B12.3
O02254	F25H9.5
F25H9.5b	F25H9.5
Q9GYS8	T08B2.9
Q86B36	T08B2.9
Q19713	F22B5.9
Q18223	C26E6.5
O16453	C54F6.14
Q9TYS3	D1037.3
Q20655	F52D10.3
Q95ZT1	F52D10.3
O17214	H14A12.2
Q8ITZ0	H14A12.2
Q21362	K08F8.3
P91200	EGAP9.2
Q8MQ05	K12H6.3
O16882	C10F3.6
Q23424	ZK1248.14
Q09649	ZK1307.6
Q09373	ZK177.6
O18276	ZC482.1
O16519	T05H4.14
O45134	C05D2.5
Q22720	T24C12.2
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q8MLZ5	ZK899.8
Q3S1K5	ZK899.8
A6ZJ45	ZK899.8
Q18007	C15B12.5
Q18007	C15B12.5
Q18007	C15B12.5
Q09388	F47D12.1
Q09388	F47D12.1
Q8MQ41	F47D12.1
Q8MQ40	F47D12.1
Q8I7J8	F47D12.1
Q9U7D5	Y40H4A.1
Q9U7D5	Y40H4A.1
Q93873	K09A9.5
Q19000	D2089.5
Q21526	M05D6.7
Q22553	T19A5.2
Q95ZN6	T19A5.2
Q95ZN5	T19A5.2
Q6ABW4	T19A5.2
Q20117	F37B12.2
Q09435	AH6.1
Q10029	R134.2
Q10028	R134.1
Q23681	ZK970.5
Q23682	ZK970.6
Q9XVV4	B0024.6
Q7JP50	F52E1.4
Q7JP51	F52E1.4
Q9GYQ4	C49H3.1
Q23496	ZK455.2
Q18331	C30G4.3
Q19187	F08B1.2
Q19768	F23H12.6
Q23310	ZC412.2
P91550	ZC239.7
O01779	W03F11.2
O02344	ZK896.8
O16544	C17F4.6
O62179	F21H7.9
O16715	F22E5.3
Q9XTY1	T03D8.5
O61859	T26C12.4
Q9U317	Y105C5B.2
Q9XU42	C06A12.4
C1P657	C06A12.4
Q86C56	T07D1.1
Q86C56	T07D1.1
Q86C56	T07D1.1
Q6DNF7	C06B3.8
P90895	F57F5.2
P92006	M04G12.3
O02298	T04D3.4
Q6DNF4	C46E1.2
Q6DNF3	C54E4.3
Q21449	Y57G11C.10
Q2V4S2	Y57G11C.10
Q20440	F45H7.2
Q20442	F45H7.2
C0P276	F45H7.2
C7FZT8	F45H7.2
Q22691	T22H6.6
Q0G833	T22H6.6
Q0G834	T22H6.6
Q9TZ39	W07B3.2
Q9TZ38	W07B3.2
Q9TZ40	W07B3.2
Q8ITW3	W07B3.2
Q7YZW8	W07B3.2
Q65CL5	W07B3.2
O62020	B0513.1
D3YT69	B0513.1
O16310	C05C8.4
Q10663	C05E4.9
Q8IA71	C05E4.9
B5MBV9	C14B9.6
B5MBV8	C14B9.6
B5MBW0	C14B9.6
Q18281	C28C12.9
Q8I7L9	C28C12.9
Q8I7L8	C28C12.9
P91868	F32H2.1
O62208	F32H2.1
Q9TXM1	F52D2.4
P34478	F58A4.11
Q21088	K01C8.5
Q21482	M03A8.4
Q94361	W10D5.3
Q94361	W10D5.3
Q94361	W10D5.3
Q94361	W10D5.3
Q94361	W10D5.3
Q94361	W10D5.3
Q7K7J0	Y37A1B.15
Q22422	T12A7.1
Q04457	R12A1.4
O44518	F56A11.1
P55163	F28D1.10
Q94246	F57F4.3
P90902	K02A11.1
Q95ZS1	K02A11.1
Q93903	M163.4
Q9BI64	F45E4.10
Q94235	F45E4.10
Q21501	M04B2.3
Q09453	C09G5.1
Q2WF65	C45B2.4
Q2WF64	C45B2.4
Q10052	F09C12.1
O61208	H04J21.3
Q8ITY3	H04J21.3
Q7YZW0	H04J21.3
O45303	C45G3.3
O17793	F11A5.10
Q17328	F25F8.2
Q9U990	ZC317.3
Q95QT7	C27H5.8
Q17339	T23G11.3
O17087	ZC308.1
O17087	ZC308.1
O17087	ZC308.1
O17087	ZC308.1
Q95ZK7	T07F8.3
Q95ZK6	T07F8.3
P34689	T21G5.3
Q966L9	C55B7.1
O01836	B0414.6
O76743	T12F5.3
Q95YD1	C45B2.5
P34497	K03H1.1
Q9U307	Y105C5B.28
Q2HQL4	Y105C5B.28
Q9XVU2	F26D10.10
O02225	C28D4.3
Q09608	R07B1.8
P13508	F02A9.6
P34299	C06E1.4
Q10914	B0280.12
Q10914	B0280.12
Q21415	K10D3.1
Q17697	C06A8.9
C8JQQ1	C06A8.9
O01623	ZC196.7
Q8MXV8	F41B4.4
Q8MXV7	F41B4.4
Q18591	C43H6.9
Q19693	F22A3.3
Q10901	C12D12.2
Q10901	C12D12.2
Q21353	K08F4.4
Q22682	T22E5.2
O18210	Y53C12A.2
Q21751	R05G6.6
Q9UAY8	W03G1.1
Q20406	F44F4.6
Q9NDH7	C55B7.2
P34678	ZK688.8
Q8I136	Y116F11B.12
Q8I136	Y116F11B.12
C6S3M5	Y116F11B.12
Q95ZJ1	Y39E4B.12
Q95ZJ1	Y39E4B.12
Q95ZJ1	Y39E4B.12
O61394	H38K22.5
O61394	H38K22.5
O61394	H38K22.5
C0Z3L2	H38K22.5
O61397	Y46H3A.6
O45293	Y66A7A.6
O45947	Y45F10D.3
O45947	Y45F10D.3
Q7K755	Y75B8A.9
Q7K755	Y75B8A.9
Q9GPA3	F48E3.1
Q8MQ38	F48E3.1
Q11068	B0416.6
Q21450	M01F1.1
O02234	C54C8.11
O02314	T15D6.2
O02315	T15D6.3
Q19730	F22D6.11
Q19729	F22D6.12
O17560	C03E10.4
Q17427	B0024.12
O45811	T23G11.2
P51875	C26C6.2
Q9XTQ5	H13N06.3
Q9XTQ5	H13N06.3
Q19791	F25H8.3
Q93971	T01H8.5
A5JYU8	T01H8.5
A5JYV0	T01H8.5
A5JYV1	T01H8.5
B3WFW6	T01H8.5
Q21216	K04D7.5
A5JYS9	K04D7.5
P46578	C34E10.3
P46577	C34E10.2
P46576	C34E10.1
P28051	T19C4.6
B2D6M7	T19C4.6
P22454	F38E1.5
P28052	E02C12.5
Q9BIG5	T07A9.7
Q20701	F53B1.7
Q93743	F48C11.1
Q21917	R10H10.5
Q20907	F56H9.3
Q20910	F56H9.4
Q9BIG4	C55H1.2
O76584	C16A11.1
Q19572	F18G5.3
Q9XTB2	F18E2.5
Q9BIG2	B0207.3
Q9BIG2	B0207.3
P91907	M04C7.1
Q9N2V6	Y95B8A.5
P17343	F13D12.7
D1MN68	F13D12.7
Q20636	F52A8.2
P54406	K02A4.2
Q9TYS9	F08B6.2
P04970	T09F3.3
P17329	K10B3.8
P17330	K10B3.7
P17331	F33H1.2
O17900	F59D12.4
Q95QJ7	F22B7.13
Q03569	C38C10.4
Q21835	R08B4.1
Q7YXC8	R08B4.1
Q9XV14	F46B3.5
Q9TYW7	W05E7.1
O02154	T01B10.1
O16462	F41E6.2
Q22551	T18H9.1
Q3Y407	F46H5.6
Q22914	C37C3.4
O01465	C04E6.6
O44471	F09D12.1
Q9XUV2	K02E2.2
Q19120	F02D8.2
Q7Z2A9	W05E7.3
O02153	T01B10.2
Q7YXB4	Y87G2A.15
Q9N2Z2	Y69A2AL.1
Q9N3N7	Y48G8AR.1
Q09537	F19C6.1
Q09639	W02B3.2
O76386	C24G6.7
Q9XUP5	T16G1.8
Q21183	K03B8.7
Q20327	F42C5.7
Q9N3V3	Y47D7A.5
Q94273	K10C2.5
O18015	T02E9.2
Q52GX6	T02E9.2
Q23353	ZC487.5
Q23352	ZC487.4
Q18230	C26F1.5
Q9NA23	ZK512.9
Q22969	F28A12.2
O16295	F32D1.4
Q9XTY2	T03D8.4
Q9XW83	Y75B8A.20
Q9N2Z3	Y65B4BR.6
Q86S65	Y65B4BR.6
Q18880	C56A3.1
O16301	T05C3.4
O44504	R02D3.6
O61832	C23H5.9
Q23248	ZC168.5
Q23137	W03A5.3
Q93424	E02A10.2
Q9U3J9	F11E6.2
Q868B4	ZK643.8
Q95X43	K02D7.6
Q9N5U2	F40C5.3
O61947	T24A6.15
O61948	T24A6.18
D6VP99	T24A6.3
Q9GYG3	ZC395.6
P34512	K06H7.4
Q10039	T10F2.1
Q8I711	T10F2.1
O18678	R06A10.2
Q9U2Q9	Y18D10A.5
Q27497	F29F11.6
P48727	F56C9.1
P10299	R107.7
O16115	K08F4.6
O16116	K08F4.11
Q21355	K08F4.7
Q09596	R03D7.6
P91252	F11G11.3
P91253	F11G11.2
P91254	F11G11.1
Q21743	R05F9.5
Q9N4X8	Y45G12C.2
Q21945	R11G1.3
Q93695	F37B1.2
Q22814	T26C5.1
Q93696	F37B1.3
Q93697	F37B1.4
Q93698	F37B1.5
Q93699	F37B1.6
Q93700	F37B1.7
Q93701	F37B1.8
O01987	Y48E1B.10
O44576	ZK697.6
ZK697.6b	ZK697.6
O45387	F21H7.1
P91505	T28A11.11
Q93694	F37B1.1
O61750	F37F2.3
Q9NAB4	Y53F4B.29
Q9NAB3	Y53F4B.30
Q9NAB2	Y53F4B.31
Q9NAB1	Y53F4B.32
Q23520	ZK546.11
Q9NAA9	Y53F4B.35
Q9NA96	Y53F4B.37
O16198	C02A12.1
Q86S58	Y1H11.1
Q8T7Z3	Y1H11.2
Q09607	R07B1.4
Q9BPM4	Y32G9A.1
O45451	F35E8.8
Q9NAB0	Y53F4B.33
O45115	F56B3.10
Q966G8	R13D7.7
Q18938	D1053.1
Q9N4H6	Y71F9AL.5
O45352	F13A7.10
Q9U2D9	Y46G5A.31
Q21217	K04D7.3
Q17652	C05C12.3
Q20766	F54D1.5
Q17990	C14F11.3
O18280	ZC504.5
Q9XU57	K09E4.5
Q23553	ZK622.2
P92022	T10G3.6
T10G3.6b	T10G3.6
O45278	C30H6.6
O02086	F43E2.4
O17895	F57A10.3
Q9TZD9	W04C9.1
Q9XUJ1	W09D6.6
Q9BL17	Y48G8AL.11
Q9U275	Y50E8A.16
O18227	Y57G11C.1
O44897	ZK484.2
Q8IA64	ZK484.2
Q9XTH7	F53B2.6
A3RMS1	C07A12.1
A3RMS4	C07A12.1
A3RMS3	C07A12.1
Q9GYG4	ZC395.7
Q9XYD3	F13D11.2
Q27GU0	F13D11.2
Q18654	C46A5.9
Q21059	F40E10.1
O76447	ZK1055.1
Q22257	T06E4.1
P34470	F58A4.3
P91426	T03F1.9
Q9N583	Y110A7A.1
Q95Y84	Y110A7A.1
O17695	C53A5.3
Q09440	C08B11.2
O62339	R06C1.1
Q400M0	C10E2.3
Q9U266	Y51H1A.5
P34751	ZK829.2
Q18212	C26D10.2
Q86GC6	C26D10.2
Q966P4	C36B7.7
P34704	ZK287.8
Q65ZB2	ZK287.8
Q9Y041	W06D4.1
Q21136	K02E10.2
Q7Z135	K02E10.2
O45486	F38A6.3
Q9TVM0	F38A6.3
Q8I4D0	F38A6.3
Q8I066	F38A6.3
Q18336	C30G7.1
P15796	Y73B6BL.9
P15796	Y73B6BL.9
Q19743	F22F1.1
O17536	C18G1.5
O01833	B0414.3
O16277	F59A7.4
Q17536	C01B10.5
Q95QZ0	C01B10.5
Q9U3W3	C01B10.5
Q86NI5	C01B10.5
O01597	T05E8.2
O01789	F28B3.7
Q2A957	F28B3.7
Q23472	ZK381.1
Q8I0L3	F15G9.4
O76518	F15G9.4
A4UVK0	F15G9.4
B5U8L1	F15G9.4
O17724	D1086.4
D1086.4b	D1086.4
O18017	T04A11.6
O18068	T07G12.12
Q21952	R12B2.4
Q23405	ZK1127.11
Q22360	T09E8.2
P62784	T10C6.14
P08898	T10C6.13
P09588	T10C6.12
Q27894	T10C6.11
P62784	F45F2.3
P08898	F45F2.13
P09588	F45F2.4
Q27894	F45F2.12
P08898	ZK131.3
P62784	ZK131.4
P04255	ZK131.5
P09588	ZK131.6
P08898	ZK131.7
P62784	ZK131.8
P04255	ZK131.9
P09588	ZK131.10
P08898	K06C4.5
P62784	K06C4.10
P09588	K06C4.11
Q27894	K06C4.4
P09588	K06C4.3
Q27894	K06C4.12
P10771	M163.3
P08898	ZK131.2
P62784	ZK131.1
P08898	K06C4.13
P62784	K06C4.2
P04255	F35H10.11
P09588	F35H10.1
P62784	F17E9.12
P08898	F17E9.10
P09588	F17E9.13
P04255	F17E9.9
Q27485	C50F4.13
Q18742	C50F4.6
P62784	C50F4.7
P62784	K03A1.6
Q22979	F45F2.2
Q27484	C50F4.5
P08898	F08G2.3
P09588	F08G2.2
P04255	F08G2.1
P08898	B0035.10
P62784	B0035.9
P09588	B0035.7
Q27876	B0035.8
P08898	F07B7.5
P62784	F07B7.9
P09588	F07B7.10
Q27894	F07B7.4
P09588	F07B7.3
Q27894	F07B7.11
P08898	F54E12.1
P62784	F54E12.3
P09588	F54E12.5
Q27876	F54E12.4
P08898	F55G1.2
P62784	F55G1.11
P09588	F55G1.10
Q27876	F55G1.3
P08898	F22B3.2
P62784	F22B3.1
P09588	H02I12.7
Q27876	H02I12.6
P62784	T23D8.5
P09588	T23D8.6
Q27489	E03A3.3
Q27490	E03A3.4
Q10453	F45E1.6
Q9U281	Y49E10.6
P22980	B0304.1
P22980	B0304.1
P22980	B0304.1
Q17588	M05B5.5
Q22717	T24B8.6
P34555	T05G5.2
Q10007	T15H9.3
Q11094	C02B8.4
Q23579	ZK682.4
P34474	F58A4.7
P34474	F58A4.7
P34474	F58A4.7
P34474	F58A4.7
Q18277	C28C12.8
Q20561	F48D6.3
Q09961	C18A3.8
Q18590	C43H6.8
O45320	DY3.3
O45489	F38C2.2
Q20941	F57C12.3
Q9TZ71	F40G9.4
Q18054	C17C3.7
Q18053	C17C3.8
Q18056	C17C3.10
Q19918	F31A3.2
Q19917	F31A3.4
Q9U2A0	Y48B6A.14
Q09390	F47D12.4
Q09390	F47D12.4
Q09390	F47D12.4
O01683	C32F10.5
P41848	T20B12.8
Q94234	F45E4.9
Q22204	T05A7.4
O45912	Y17G7A.1
P90947	R13H4.4
A5JYX3	R13H4.4
O44326	K05C4.6
Q967F4	W02B9.1
Q967F4	W02B9.1
B2MZC5	W02B9.1
Q18612	C44C10.8
O44476	E04A4.4
O44476	E04A4.4
Q23193	W06B11.4
O02100	C18E3.8
Q9BMH7	F43D2.4
B5U8P6	F43D2.4
D5SH00	Y39B6A.48
D5SH01	Y39B6A.48
Q8I0Z9	Y39B6A.48
Q8T3B0	W02B8.5
Q8T3D0	T12A2.16
Q8T3D1	T12A2.16
O17937	K07A12.6
Q17946	C13G3.2
Q9U2A3	Y48B6A.9
Q22633	T21C12.2
Q19632	F20B6.8
Q8MQ70	F20B6.8
Q8MQ69	F20B6.8
