CBRGID	CELEID
A8XE02	Q9XTU9
A8XHJ7	Q9U241
Q617N0	P91303
A8Y090	Q7YWN3
A8XMH4	G5EBY6
A8XGY8	Q09634
A8WR34	Q19272
A8XHQ6	Q10935
A8X8Y4	Q22034
A8X9B6	Q22963
A8XF79	Q21903
A8XLZ3	Q7YTL1
A8XVG2	Q7YX04
A8WN08	G5ECA7
A8X3Q2	O02107
A8X321	O16488
A8X3Z6	O44797
A8XRR7	P91060
A8X6Z2	O61964
A8WU62	Q21248
A8X922	P52821
A8X4T3	Q21619
A8XD85	Q18922
A8XDE1	Q20158
A8X9P4	Q22616
A8X977	Q23075
A8XCR2	Q22483
A8X0A0	Q9U2X3
A8WRC8	O45935
A8XQU5	Q7YX17
A8X3U0	G5EFF3
A8X3U0	Q56VR9
A8X9I0	G5ECM9
A8X006	O44152
A8XFL6	P90921
A8X616	Q93349
A8X152	Q9XWL0
A8X6J7	Q9TZM2
A8XXK7	Q9XVK8
A8X2D9	H2KYG0
A8X2D9	Q9TYZ0
A8X2E2	H2KYG0
A8X2E2	Q9TYZ0
A8WPP2	H2KYG0
A8WPP2	Q9TYZ0
A8WPP1	H2KYG0
A8WPP1	Q9TYZ0
A8WX31	H2L2H3
A8XBV5	Q27894
A8XBV5	P04255
A8XBV5	Q27484
G2J6I6	Q27894
G2J6I6	P04255
G2J6I6	Q27484
A8WQB7	O16222
A8WQB7	B1GRK3
A8WQE2	O44540
A8X551	G5EDB0
A8WTU6	Q09544
A8WRA4	Q20075
A8XGE4	O01812
A8WPG8	Q23680
A8XY77	H2KZ20
A8X5W2	Q22586
A8X4T7	Q20745
A8WVS5	Q9TZH6
A8XBU7	Q8TA52
A8XMA4	Q21461
A8Y4J0	Q20549
A8Y4H3	Q21176
A8XHC0	Q9XVD2
A8XRG8	Q9GYQ5
B6IGJ2	Q9GQ63
A8XZS0	Q9XUH6
A8XZS0	Q9XUH5
A8XZS0	G5EBS0
A8XKV5	G5ED79
A8X6D6	Q20121
A8XZK8	G5ED35
A8XZC7	H2KZ72
A8X5W6	Q21578
A8WYE5	Q7YWY4
A8XJN4	Q11088
A8XLC5	Q17779
B6IIJ0	G5EGC1
A8X507	Q93315
A8XHU2	Q22209
A8XP42	Q19686
A8X9L5	Q93382
A8XFZ1	Q2XMZ8
A8XXA8	Q09250
A8XY80	Q18256
A8XLP6	Q4W5R8
A8XEP5	Q9N3R7
Q61IX2	P34476
A8XYW5	Q9NAC5
A8XWC6	Q9U332
Q60SM4	Q9XVH6
A8X9S5	O76715
A8X9S5	Q22449
A8WSP5	P52709
A8WYF9	B1Q276
A8WIV7	O45911
A8WU99	O01901
A8WWS5	O18686
A8XRJ0	G4RWE9
A8WTY2	Q22757
A8WNC3	Q8I4J7
A8WWA6	Q69Z21
A8WXD4	Q9XW16
A8XQJ6	Q21814
A8XA67	P34314
A8XNC5	Q27GT6
A8XDX1	Q9BKS1
A8XLM5	Q965P1
G2J6B4	Q20862
G2J6E1	Q9BIA4
A8X016	G5EBQ6
A8WW31	O01816
A8WRJ6	Q09605
A8X3E3	P34636
A8XN35	H2KZI2
A8X773	Q17971
A8X8L6	Q19777
A8XVX7	O16207
A8X701	Q20917
A8XK35	P53547
A8X1A0	Q7KPW6
A8WWD5	Q9N3D9
A8X7B4	Q8WQA8
A8X827	Q95QE8
A8XBD8	Q9TXV5
A8Y452	Q18786
A8XGM6	Q9XXQ6
A8WR64	P34722
A8XIS4	Q4R148
A8XIS4	Q9XU17
A8XIS5	Q4R148
A8XIS5	Q9XU17
A8XP68	P34395
A8WJY9	P34395
A8X5F1	A5Z2X4
A8WTS4	Q10013
A8XWK3	C4RVF5
A8XJ42	O44469
A8X8C8	Q17961
A8WMS2	Q9BL27
A8XGX5	Q19541
A8XHF0	Q9BI40
A8X0P9	Q23613
A8X0S6	Q19703
A8X0S6	Q9N4B3
A8X3H5	Q9N3I0
A8X3H5	O61209
A8WWF2	O44962
A8X415	O16657
A8WTV1	Q09993
A8X600	P30634
A8X4Z8	Q20573
A8WWN8	Q8I4G2
A8XCR4	Q18724
A8WMN2	Q9XVI1
A8XFY3	Q21734
A8XNF6	Q27GT0
A8XPD6	Q23481
A8Y401	Q8I4A6
A8XVS9	O45593
A8XVS9	O45594
A8XVS9	O17112
A8XVS9	Q8ITZ2
A8WIZ3	O45593
A8WIZ3	O45594
A8WIZ3	O17112
A8WIZ3	Q8ITZ2
A8WK20	O45593
A8WK20	O45594
A8WK20	O17112
A8WK20	Q8ITZ2
H8WH05	O45593
H8WH05	O45594
H8WH05	O17112
H8WH05	Q8ITZ2
A8WKA9	O45593
A8WKA9	O45594
A8WKA9	O17112
A8WKA9	Q8ITZ2
A8WK09	O45593
A8WK09	O45594
A8WK09	O17112
A8WK09	Q8ITZ2
A8WK22	O45593
A8WK22	O45594
A8WK22	O17112
A8WK22	Q8ITZ2
A8XRQ4	O44910
A8XRQ5	O44910
A8WZB3	F5GU46
A8X3S0	O02105
A8WNH2	Q20866
A8XA92	P34365
A8WV50	Q7YWX3
A8WSI2	Q18096
A8Y0Q3	O01257
A8WN49	Q9XVT9
A8X1B6	Q94229
A8XEK4	Q20637
A8XVE8	P34704
A8XJB4	Q20695
A8XQ19	Q19342
A8XPE4	Q304F0
A8XSQ1	Q9XVS6
A8XYZ6	Q9NA74
A8X837	Q20875
A8XYD4	Q9XVA4
A8WJK8	Q9GZE3
A8WJK8	Q9GZE5
A8WJK6	Q9GZE3
A8WJK6	Q9GZE5
A8WJK7	Q9GZE3
A8WJK7	Q9GZE5
A8WS64	Q9XVP7
A8WS64	Q20524
A8WUG2	Q09511
A8X3H1	O76628
A8WM40	Q95QH1
A8X6C9	Q20122
A8XYU5	O45241
A8X505	Q93314
A8XYT0	Q23147
A8X481	Q9NL29
A8XG58	O02052
A8WT57	Q22252
A8WL87	Q9N4P2
A8WRU4	Q95ZZ5
A8XH45	Q09257
A8XWV2	O44445
A8XYG5	P49808
A8XFG5	Q7YTH3
A8XIB3	Q7YWR9
A8Y054	Q400L4
A8X345	P13508
A8Y2I7	Q95X43
A8Y3F0	Q09507
A8Y3F0	Q09505
A8WNQ5	Q18991
A8WSI7	Q18095
A8WRA9	Q20070
A8WZJ7	Q19510
A8XPH7	P41880
A8XKT6	Q18032
A8X0G7	Q9XWP0
A8XX00	Q19837
A8XUS9	O17408
Q60RS2	O62250
A8XPG7	Q8MNS9
A8Y458	Q21013
A8WNU3	Q19653
A8Y289	Q19653
A8Y291	Q19653
A8WVR5	O01477
A8WVR5	Q23647
A8WJ37	Q564Y3
A8WJ37	A5A8Q7
A8WV01	Q4W5R6
A8WV01	Q067Y2
A8X0H6	A3QMC3
A8X2W6	H8ESD3
A8WVD5	O45576
A8X886	Q95YF1
A8XSB8	G5EEV9
A8X739	Q21930
A8X043	Q7YX16
A8XKG4	Q18162
A8XE70	Q22848
A8XR86	Q20507
A8XDX2	Q9BKS0
A8Y183	Q21775
A8XND0	Q95ZX8
A8XV11	P34696
A8XV11	P06582
A8Y467	G5EFW3
A8WT52	G5ECB4
A8XST3	Q22143
A8WQE4	H2KZL2
A8WX37	G5EEA5
A8WPQ1	O45167
A8X145	O17974
A8X889	O17215
A8XFE5	O01469
A8XGE8	O01317
A8X4B5	Q20468
A8WVJ9	Q9N5M2
A8XSM0	Q7YX56
A8XM97	Q9GYF0
A8X6V1	O16387
A8X6V1	O02075
A8X0I2	A3QMC5
A8WTU5	Q27GU6
A8WRJ7	Q7YWU6
A8Y2C6	C7GIK1
B0K063	B0M0M9
A8XG62	P91404
A8X8B9	Q19993
A8XWN0	O45702
A8WTJ3	Q9XWM1
A8WTE7	Q18673
A8Y453	Q18785
A8Y1F7	Q9TZE4
A8WR96	Q4R119
A8WR97	Q4R119
A8WXJ6	Q21882
A8WXJ6	O44578
A8WKE8	O45353
A8X2L6	O44628
A8WSX0	Q17957
A8X6M8	O61770
A8X1N2	Q18446
A8Y4Q6	A8DZ52
A8X857	P41846
A8X8E2	Q20972
A8XSQ3	Q19797
A8XV51	Q19147
A8XE10	Q95YE5
A8XQC5	Q9N4J9
A8Y3V4	Q7YX68
E3CTV1	Q22542
A8XYL9	Q9NAF9
B6IFG2	Q95ZT8
A8XS40	O44585
A8XS40	O44587
A8XS40	O44586
A8XSF9	Q9XX10
A8X340	P34646
A8X340	Q23309
A8X6W0	O44623
A8WMC2	Q7YWV6
A8XHB6	O18156
A8X6F1	Q21918
A8XRA0	Q17644
A8XA91	Q7YX67
A8Y1W3	O62238
A8XHX6	Q23655
A8XHV6	Q8WQD9
A8WWU9	G5EGA1
A8XP70	Q4TTD0
A8Y167	Q21518
B6IM07	Q8WQC3
A8X2Z1	O17748
A8X2Z1	O02316
A8X2Z1	O17706
A8X2Z1	O02305
A8X2Z1	O17657
A8X2Z1	O62112
A8X2Z1	O45507
A8X2P7	O17748
A8X2P7	O02316
A8X2P7	O17706
A8X2P7	O02305
A8X2P7	O17657
A8X2P7	O62112
A8X2P7	O45507
A8XQ53	Q9XV86
A8XQ53	Q9XU61
A8XQ53	Q9XU59
A8XQ53	Q9NAN0
E3CU58	Q9XV86
E3CU58	Q9XU61
E3CU58	Q9XU59
E3CU58	Q9NAN0
A8XQ56	Q9XV86
A8XQ56	Q9XU61
A8XQ56	Q9XU59
A8XQ56	Q9NAN0
A8XQ57	Q9XV86
A8XQ57	Q9XU61
A8XQ57	Q9XU59
A8XQ57	Q9NAN0
A8XZ09	O16566
A8XZ09	P34324
A8XZ08	O16566
A8XZ08	P34324
A8XQC0	O16566
A8XQC0	P34324
A8WJ13	O16566
A8WJ13	P34324
A8XAP6	O16566
A8XAP6	P34324
A8XW30	Q9BLC3
A8XW33	Q9BLC3
A8XW31	Q9BLC3
A8XYS9	Q9BLC3
A8X2B3	Q9TXL1
A8X2B3	Q9TXL4
A8X2E4	Q9TXL1
A8X2E4	Q9TXL4
A8XKX8	Q22493
A8WM78	Q22493
A8Y363	Q11193
A8X613	Q11193
A8X6H1	O76360
A8WN73	Q7YWU2
A8X640	Q18850
A8XQ42	O17839
A8XPK1	P42001
A8X123	Q93935
A8X1L1	Q95ZQ7
A8XKF1	Q20025
A8XW49	Q11185
A8XL68	Q7YTR2
A8XXQ4	Q9U1P7
A8WKC1	Q9GYR5
A8XKU1	E5QCE3
A8XKU1	B1GRL1
A8WR98	P91372
A8X1Q7	Q17746
A8X1N4	Q18444
A8XY05	A5HWB2
A8WMH2	Q86GC0
A8XA37	Q10120
A8XV73	H2KZK5
A8XCQ3	Q17847
A8XYL1	H2L2J4
Q61XX9	O01326
A8X9X5	Q22527
A8XDJ4	Q7YX91
A8Y4I0	Q7YX00
A8XW07	Q9N5J4
B6III7	Q58A97
A8Y0B0	Q9N2X1
A8XKU4	E5QCE4
A8WZ21	Q11113
A8WP98	Q22817
A8XA04	P34502
A8WN87	Q21531
A8WS78	Q93829
A8XCA3	Q19441
A8XPB0	P34328
A8WQU6	Q9U1X8
A8XWH7	O45685
A8Y2U4	O17387
A8XCQ6	Q23401
A8XT21	Q4TTD6
Q628A6	Q9TZ93
A8WJ07	O02127
A8WJ07	O02128
A8WJ07	O02126
A8XC81	Q21480
A8X8P7	O62421
A8Y2H0	O17021
A8Y2H0	O17024
A8XDR7	Q9N484
A8XDR7	Q9N485
A8WM87	G5EFQ2
A8X5D6	G5EGN6
A8WQY3	P19974
A8X697	H2KZH9
A8X2P9	O16904
A8WT34	Q17885
A8XLF3	G4SNQ9
A8XCB2	O45637
A8XCK6	Q7JP80
A8WN31	Q8MQ75
A8WR31	Q8MPT9
A8XEP4	Q4W5S1
A8XSV7	Q20057
A8XLI1	Q9N5A2
A8Y3V7	Q21732
A8XZ75	Q9XXJ2
A8WL66	G5EDR2
A8WL66	Q7YTN6
A8WL66	Q9XU48
A8WLU0	G5EDR2
A8WLU0	Q7YTN6
A8WLU0	Q9XU48
A8WV66	E5QCJ3
A8WRW9	H2L0K1
A8XY73	Q19831
A8X4G5	G5EGN5
A8X2P3	O16886
A8WSL2	P52880
A8XDG9	O45975
A8XJN0	Q11103
A8XQ05	Q18070
A8XJV2	Q20561
A8X3E6	Q9NA23
A8XIZ1	Q9N4B5
A8XU44	O17672
A8XU44	O01337
A8XU44	O01336
A8WTV0	Q09994
A8WM56	Q11106
A8X4A0	Q0G825
A8XA74	P34468
A8WIW9	Q9N3U4
A8XIL4	O62051
A8X661	Q20830
A8WSP2	Q9NA97
A8XK12	Q17768
A8XT47	Q19138
A8Y1E6	P91913
A8XE93	P90795
A8XI45	Q9N3B9
A8Y1M2	Q4W5R0
A8XBL3	Q95XX5
A8XBL3	Q688Z5
A8X7A0	K8ES47
A8XSI4	G5EEN7
A8X8K0	Q22643
A8X7K5	Q4R104
A8WYG2	Q9XUQ7
B6IG69	Q17412
A8XIZ3	Q9N4B7
A8WRN8	Q93243
B6IH58	Q9N3N5
A8X3Y1	O17072
A8XNE2	O02040
A8XLR6	P34507
A8XRG1	P26797
A8XZ46	O17815
A8XIY9	Q93196
A8XMP4	Q7YTJ3
A8XMI9	Q9N3G0
B6IM84	Q8MQ50
A8XDW0	Q9BKR5
A8WUN2	P91499
A8WUN2	Q21289
A8WUN2	Q23058
A8XXN0	P91499
A8XXN0	Q21289
A8XXN0	Q23058
A8XY88	P91499
A8XY88	Q21289
A8XY88	Q23058
A8X330	Q03568
A8XAI6	Q03568
A8WTA5	A7LPG5
A8WJK0	O45108
A8XUF8	G5EDS0
A8WZA9	Q23137
A8XGA0	P52872
A8X8L2	Q19977
A8Y4Q5	F5GUG4
A8XDH9	Q1ZXU1
A8WQW2	Q9U3B4
A8X4Y0	Q93897
A8XJK1	Q22996
Q60WU2	O02495
A8XD44	Q9N2U6
B6IMC9	Q22569
A8XZ12	Q9U3J2
B6IMC5	Q95XW1
A8WPN0	Q9BL78
A8WK67	Q9TZ35
A8X338	Q7YTH1
A8X7A8	Q8WQB3
A8XHT4	Q22207
A8XXM5	P91915
A8XVA4	Q18744
A8X5K8	Q9XWP4
A8Y2Z4	Q19744
A8WJV8	Q20257
A8WXN3	Q20257
A8WZE4	Q20257
A8X850	Q20257
A8X807	Q20257
A8XYP0	Q86MH6
A8XYP0	O45301
A8WZH5	G5EC92
A8XD31	G5EDN4
A8XIK1	A7DT35
A8X656	Q22667
A8XEJ7	O02099
A8XF90	O45319
A8XF92	O45320
A8XF09	P91485
A8XGC3	P91196
A8XP98	P34366
A8X9Y0	Q21512
A8X713	Q23322
G2J682	G5EE65
A8XZP7	P91375
A8XS56	G5EDM1
A8XSD2	Q18602
G2J6C3	P62784
A8Y252	Q95QZ1
B6IGJ8	Q9N3J4
A8X6R6	P91567
A8X6R6	Q21246
A8XYP4	Q9XVB1
A8XYP4	Q9U2J2
A8XIE5	A0T4F9
A8WU71	Q09961
A8WW54	Q19491
A8X7X8	Q09243
A8Y0T5	G5EE36
A8X7U7	Q9BKQ3
A8XJE9	Q18015
A8XHR4	Q20033
A8X8T8	Q7YTS2
A8XKB8	Q22124
A8XDX5	Q965Q1
A8XJF2	Q95ZU7
A8XE01	Q9XW78
A8WSV5	G5EDW1
A8Y223	G5EDW1
A8WPB4	Q9N5L7
A8WVT1	Q9N5L7
A8WL32	A7LPF8
A8WVF7	Q23381
A8XJM3	A3FPJ2
A8X350	P34380
A8X8S7	O62413
A8XH32	Q19064
A8WTK1	Q9XWM4
A8XCT0	Q7JLC8
A8WX23	Q9XWI9
A8Y197	P52554
A8XSV6	Q20052
A8XFN4	Q95X54
A8WNH5	Q8MQ22
Q61SU8	Q17827
A8XMP9	Q9XWW3
A8Y0A2	P34658
A8Y0A2	Q23556
A8Y0A2	O18238
A8WNY5	O01521
A8WW06	P17487
A8XFH4	G4RT11
A8WMB6	Q20434
A8WVR1	Q9N4D8
B6IM18	C6S3L5
E3CU14	G4RU19
A8WKA2	G5EFL5
A8WXD3	Q9U2Q8
A8XVN0	P91853
A8XFV6	Q8I7G1
A8X6K9	Q9TZM5
A8XI10	Q9TYJ8
A8XEZ0	Q9XWE6
A8XSG0	Q9XX30
Q61BU1	Q6BER6
B6IKU8	Q9XXE7
A8WZP8	O45082
A8WNS2	H2KYB3
A8XIM8	H2KYG6
A8X0Z1	Q17435
A8XQL5	G5EG20
A8WK50	Q9GRV4
A8XPA5	P34376
A8XDN7	Q5F4W1
A8XK95	Q95Y56
A8XSC5	Q9XX22
A8WN07	H9G2Z6
A8X742	G5EF13
A8Y2H5	Q965M2
A8X0R6	O17902
A8WRK0	Q09419
A8WRC6	Q17798
A8X6D0	P49181
A8WP09	Q7YWN6
A8WVB5	Q22660
A8XF40	P34662
A8X5Q1	Q21193
A8Y4N6	I2HAA3
A8X677	Q94268
A8WU59	Q9BIF4
A8Y1K2	O61706
A8X7K4	Q9TXZ7
A8Y0T6	Q20164
A8XVJ8	Q564Z8
A8Y493	Q22835
A8XYZ2	Q9NA72
A8WYE3	O02201
A8XA73	G5EFZ6
A8WYB1	O62297
A8X8U0	Q17937
A8WTD8	Q19130
A8XFJ1	P91281
A8Y2F8	G4SP89
A8XHP2	Q10932
A8XH04	Q19303
A8X7D4	Q4PIT9
A8X6P1	Q7KX00
A8X670	Q93408
A8Y3I6	P34523
A8XFY6	Q7YWX8
A8XI81	Q8WSN8
A8XSC0	Q17390
A8XHA1	Q9U357
A8Y104	Q4R105
A8XYQ8	Q9N4D3
A8XYQ8	Q17565
A8XYQ8	Q09280
A8XYQ8	A8WFG3
A8X715	Q23331
A8Y0Y8	Q23331
Q61QT3	P34259
A8X3A5	P34259
A8WMW7	A3QM96
A8WQL7	O16462
A8X8D6	A8WHR8
A8X9E8	H2KYE3
A8WS07	Q18587
A8XC09	Q20487
A8X775	O01700
A8WQI1	Q4R139
A8WXK9	Q21888
A8X163	Q7YTM8
A8WVN5	Q966F7
A8WW39	Q9TYS7
A8Y125	Q19416
A8XTY9	Q7YWV0
Q617M0	P91454
A8XLC6	Q9U3M0
A8Y3Y2	Q23246
A8X9G4	A9D4S6
B6IM19	Q19159
B0K086	Q3S1J0
B6IGC6	Q4TTB0
A8WZ86	Q95XU4
A8WZ87	Q95XU4
A8XYP5	Q9XVB4
A8XYP5	Q9XVB0
A8WNF4	E3W730
A8X927	B1Q264
A8XCF3	D0Z5M9
A8WWT2	P20269
A8XL12	A5A8P5
A8X5E1	Q5DTE5
A8XF21	H2KYW4
A8WV03	Q21352
A8XYG1	D3YTA1
A8XX36	G5EEU1
A8X291	Q4R140
A8X5L8	Q7YXD6
A8XM35	Q20788
A8XK68	Q4R128
G2J6K8	P34645
A8XUG6	Q94256
A8XR22	O76835
A8XBI1	Q22946
A8XBI1	O45772
A8X9D6	O16254
A8XSX7	G5EFH1
A8Y1J5	O44981
A8XST7	Q22144
A8XLJ3	Q7YZH4
A8Y1M7	Q9NEJ3
A8Y1M7	Q95XP1
A8WXV1	A8WHT2
A8XA97	G5EE42
A8X3S5	O17287
A8WQA0	Q09249
A8WQA0	C8JQR1
A8X2S5	O61880
A8XGJ1	O01504
A8WUM1	Q4TT90
A8X183	Q23543
A8WQU5	Q9U1X9
A8XZB0	O44441
A8X5F8	Q9NA92
A8Y2T9	Q9TZE0
B6IIB4	Q9U1S5
B6ILB3	Q9N5H7
A8WRZ1	B1Q236
A8XLY7	P34327
A8XLY7	Q95QY5
A8WL64	P34327
A8WL64	Q95QY5
A8WLG2	P34279
A8WX09	O62388
A8Y3B4	G5ECN0
A8XK40	Q21156
A8XS20	Q1XFZ0
A8Y3I9	P34526
A8Y1E0	Q9N456
A8X0H3	A3QMB8
A8X293	H2L0N7
A8XHW9	Q20679
A8XGA5	O01606
A8WWV6	Q7YX18
A8X617	Q22669
A8WT20	Q9U3G9
A8XZL3	O62249
A8XJ26	Q4R169
A8XVI7	Q22385
A8XMX5	Q9NLD2
A8XT12	O02129
A8XT12	Q22349
A8XT12	Q4TTB8
A8WU70	G4S1A4
A8WUE2	G4S1A4
A8WTI8	Q9XV52
A8XMU8	Q21089
A8Y3T9	Q21089
A8X5I1	Q9XW21
A8X5I1	Q9XW11
A8WVM1	O45592
A8WVK6	Q10921
A8WU13	Q4TTC1
A8WTX6	Q8IG28
A8X187	Q23540
A8X7E8	Q21173
A8WR80	Q9N5B0
A8XCJ8	Q20291
A8XCB7	G5EDZ0
A8XU17	O45698
A8XCS1	Q20725
A8XNZ2	Q11074
A8XTF6	P50437
A8XM61	Q18612
A8Y233	O45945
A8XDW6	Q9BKQ9
A8Y0P6	Q20589
A8XR83	Q20509
A8XR83	O61761
A8WVI4	O01480
A8XIN7	O62431
A8XAJ9	H2KMK6
A8X394	P34486
A8XGE9	O01314
A8XL46	O45017
A8X1B7	Q94228
A8XT46	P34625
A8XJP5	Q20006
A8XR03	Q17655
A8X3T1	Q9XVL0
A8X1V9	O17523
A8X1V9	O45999
A8X1W1	O17523
A8X1W1	O45999
A8X1W0	O17523
A8X1W0	O45999
A8XUD1	Q94247
A8XUD1	Q94246
A8XG18	Q9GYT0
A8XP67	Q95QL4
A8WJY8	Q95QL4
A8XIS3	Q9U315
A8XIS3	Q7KPV8
B6ILC1	Q17894
B6ILC1	Q21374
A8X3S3	C0Z1Y1
A8X2K6	O17075
A8WPA0	Q7YWS4
A8XL93	O44462
A8WUF4	Q95QN5
A8WZY2	Q9GUG4
A8XPJ1	Q4TTC5
Q61WR2	Q19329
A8XKS1	Q95YC8
A8XX52	Q9NEX2
B6IFN0	Q9N475
A8XY06	Q9BHM0
A8XY06	C0Z1Y5
A8XY06	Q95XE7
A8X2X8	G5ED49
A8X2X8	Q9NAE7
A8WKL4	A1Z6D4
A8WU87	Q4TTB6
A8X4W3	Q21429
A8Y1P1	G5EE03
A8Y1Y7	O01871
A8WP15	O18215
A8XGQ5	Q8I4F0
A8Y400	Q10661
A8WKZ3	Q22291
A8X6Z7	O61968
A8XDC8	O17529
A8X3U2	P90997
A8WL48	Q9U3T5
A8XJM1	Q11099
A8XRJ6	Q18409
A8XJL9	Q2L6W8
A8WPI5	Q9UAQ3
A8XG29	Q8IG69
A8XG26	Q9BIC4
A8Y0E5	Q7YWP1
A8XRQ3	O44913
A8XRQ3	O44914
A8XRQ3	O44911
A8WWY2	P91532
A8WTM1	Q17792
A8WSH4	Q20413
A8WNG7	Q4TTD1
A8XQM9	G5EE90
A8Y3D1	G5EEM1
A8WQY6	O44476
A8XT25	P34415
B6IKZ2	G5EDU9
A8XQ24	Q17671
A8XW59	Q11191
A8XLB9	Q9XWQ8
B6IER5	Q564Q3
A8Y0K4	Q9N3C0
A8XA80	P34470
A8XA80	P34440
A8WUV4	G5EF76
A8X8N7	H2L2B8
A8X294	O16992
A8X7L3	O17710
A8WSL3	Q8I118
A8Y0Z2	F0IWS9
A8XTH0	O01627
A8WSA2	Q9XWS4
A8XVV8	Q2V4T8
A8XEZ5	Q9XX58
A8XZX2	O44922
A8XZX2	O44921
A8XZX2	O44920
A8X029	G5EDZ9
A8X8J0	D5MCS2
A8Y3L5	P34308
A8XA75	P34469
A8X4U0	Q20740
A8WRF0	Q95XZ8
A8WN33	Q9XVQ8
A8X044	Q9XTY0
A8XUH9	Q1XFY4
A8XW67	Q22799
A8XV62	Q23579
A8XVX2	Q4W4Z8
A8XQC4	Q9N4K0
A8Y0K1	Q23297
A8XVZ5	Q9N5H8
B6IIF4	Q9NHZ6
A8XTC8	Q21290
A8XTC8	Q93173
A8XTC8	Q9U3P3
A8WXX9	Q18686
A8X1G4	Q17522
A8XF81	Q21907
A8X3I0	Q9N3I5
A8XDV8	Q4W4Y7
A8XJH3	Q23611
A8Y3U0	Q21091
A8X0X9	C1P633
A8XYW8	Q9U2A8
A8WS94	B2D6P6
A8WS94	Q9XWS1
A8XY84	O44135
A8XY84	P91246
A8XYK8	O45525
A8XYK8	Q21817
A8WTI1	Q17955
A8WZH6	Q21367
A8XC32	Q17892
A8XW86	O02245
A8X8J8	Q22646
A8WZY5	Q95XD4
A8WUA7	P81299
A8XR45	Q09391
A8X1V3	Q9UB02
B6IK81	P34375
A8Y326	Q23028
B6IFD9	Q2V4S9
A8XMQ3	Q9XWV4
A8Y1X9	Q9TXQ8
A8XIF0	G5EFS5
A8XIF0	Q9N5T2
A8XIF0	O17252
A8XIF1	G5EFS5
A8XIF1	Q9N5T2
A8XIF1	O17252
A8XIF3	G5EFS5
A8XIF3	Q9N5T2
A8XIF3	O17252
A8XIE8	G5EFS5
A8XIE8	Q9N5T2
A8XIE8	O17252
B6IHU7	Q4A575
A8XB78	Q4A575
A8XEX1	Q4A575
A8X5K6	Q9XWF5
A8WKM1	Q9XWF5
A8XUN2	Q5ZR42
A8XVB6	G5ECW3
A0T3A1	A7DT38
A8WS75	G5EBG0
A8WYE9	G5EF23
A8WSC0	P45967
A8WN15	Q17749
A8X0L0	Q21557
A8WL04	Q9N316
A8XTP3	O18694
A8X8E0	Q7YX11
A8XSP1	Q18481
A8X7T6	G5EGJ5
A8XFG4	Q94418
A8XJW2	Q8IFX7
A8XKS2	Q95YC7
A8XDY2	Q9XTU1
A8XYY0	Q9NA82
B6IJK6	Q95ZV9
A8XQF4	Q19801
A8XQF3	Q19801
A8WR61	O76367
A8WP45	Q22018
A8WSF3	Q22752
A8WMV2	H2KML1
A8XAC6	Q03565
A8WMK7	Q9BIA0
A8XAG9	Q7YWX6
A8X6L1	Q95X98
A8XKS3	Q95YC6
A8XMJ6	Q965P0
A8XYS0	Q7YWX9
A8WUW5	Q86FL9
A8WUW5	Q95YB4
A8X3X1	O17210
A8XLS3	O01917
A8XI03	Q09349
A8WN11	Q7YTS9
A8WMK3	Q7YX64
A8WSC2	Q7YTK7
A8WV62	Q94045
A8XC18	Q22336
A8WTJ5	Q9XWM3
A8XRE5	Q18196
A8XC20	Q86FL8
A8X2Y0	Q9XVM6
A8X5I5	Q9XW18
A8WJB0	Q9XWC5
A8XNC2	Q7YTR3
A8XIR4	Q9XTW5
A8Y1N7	Q95XP2
A8XKT2	Q3V5K5
A8XJ86	Q3V5K5
A8X845	Q3V5K5
A8X213	G2HK15
A8WJS9	G2HK15
A8WT31	P48166
A8X6S7	O16507
A8X1C5	Q19972
A8WRQ9	Q7YTK6
A8Y410	B0M0N3
A8X6S2	Q9BKR2
A8X4T6	Q20738
A8XYC4	K8FE07
A8WMU2	Q9NAM8
A8XI99	Q7YWV1
Q61CQ8	O44953
A8XME9	Q9XVW9
A8WN85	G1K0W5
A8X7Y6	G4SBR5
A8XD56	G5ECQ4
A8WU55	Q23420
A8WRT2	G5ED37
A8XUD4	O16516
A8X8K4	Q22640
B6IKV3	B3CKG1
A8Y495	H9G303
A8XK97	Q18134
A8XAZ6	Q4W516
A8XQV3	Q19191
A8XYE3	Q8I4C6
A8XYK5	Q8I119
A8Y4P7	Q7YWR3
A8XFE4	G5EEE2
A8XHD3	G5ECR7
A8WZ78	P56407
A8XBQ7	O17834
A8XKI3	O18219
A8X9N0	Q09269
A8X9U6	Q21019
A8XFW2	Q966M0
A8XCE9	Q9XVZ8
A8XPI2	Q95QL6
A8XQ61	Q22779
A8WSH8	Q22779
A8XIE0	G5EGF0
A8WW98	O01820
A8X821	H2KY75
A8WSU4	Q09953
A8WJC9	Q8MYM0
A8XIR3	O18259
A8X5P1	Q18178
A8XGD9	P91491
A8XNJ5	O62345
A8XRK8	Q18649
A8XMU7	Q21092
Q61LN7	P91136
A8XI82	Q95Y06
A8Y0P5	Q20591
A8XM46	Q9XWS6
A8XF89	Q93345
A8XF89	Q9U284
A8X6E6	G5EFY8
A8WW76	Q1XFY6
A8WRJ0	Q7YX40
A8X8W6	Q17821
A8Y4Q4	A9UJP5
B6IHV8	G4S142
A8XFY5	Q93971
A8X6W8	O44619
A8XN64	Q09558
B6IHN5	Q9N2Y0
A8WYC7	A8WHS6
A8WLZ8	O17635
A8X0K3	K8ESC8
